		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
85	7	56.4673	-0.17987	-361.47	-5425.58	-25118.5	4103.54	162.51	269.01	0	-0.257606	-3.52098	-466.685	656.146	27596.9	-114.451	-172.866	252.594	0	56.2097	-3.70085	-828.155	-215356	-23506.4	-9538.85	-26.4823	259.759	0
85	8	56.4228	-0.179664	-361.149	-5401.96	-25140	4094.46	162.389	268.958	0	-0.25968	-3.69818	-466.819	700.219	27616.1	-115	-172.842	252.5	0	56.1631	-3.87785	-827.968	-215249	-23611.7	-9495.84	-26.6183	259.679	0
85	9	56.5002	-0.179528	-361.378	-5393.15	-25133.9	4119.25	162.45	268.924	0	-0.259664	-3.69676	-466.495	727.929	27563.4	-114.895	-172.914	252.44	0	56.2405	-3.87629	-827.873	-215188	-23534.4	-9490.92	-26.523	259.635	0
86	0	56.4117	-0.179863	-361.607	-5397.63	-25144.2	4094.75	162.465	268.927	0	-0.260875	-3.83018	-467.134	750.429	27552.1	-115.513	-173.019	252.394	0	56.1509	-4.01005	-828.741	-215397	-23645.7	-9462.63	-26.6359	259.608	0
86	1	56.522	-0.178992	-361.467	-5345.88	-25106.7	4094.75	162.542	268.789	0	-0.260139	-3.85339	-466.907	670.283	27588.7	-115.677	-172.912	252.564	0	56.2619	-4.03238	-828.374	-215333	-23556.8	-9485.5	-26.5339	259.644	0
86	2	56.6338	-0.179391	-361.376	-5415.71	-25116.2	4087.57	162.499	268.986	0	-0.259212	-3.71989	-466.725	680.4	27573.8	-115.141	-172.921	252.542	0	56.3745	-3.89928	-828.101	-215317	-23565.5	-9551.58	-26.5467	259.718	0
86	3	56.5672	-0.179671	-361.332	-5420.86	-25150.8	4103.28	162.394	269.003	0	-0.25877	-3.58703	-467.048	714.01	27574.9	-114.681	-172.959	252.471	0	56.3084	-3.7667	-828.38	-215354	-23680.7	-9549.21	-26.6811	259.682	0
86	4	56.445	-0.179859	-361.653	-5402.51	-25141	4105.96	162.483	268.938	0	-0.259543	-3.62003	-467.047	745.35	27584.2	-114.716	-172.939	252.404	0	56.1854	-3.79989	-828.701	-215387	-23581.4	-9507.74	-26.5575	259.62	0
86	5	56.4447	-0.179504	-361.561	-5383.4	-25098.8	4097.05	162.582	268.889	0	-0.25936	-3.59781	-467.048	746.251	27579.5	-114.64	-172.949	252.402	0	56.1854	-3.77731	-828.608	-215343	-23565.4	-9521.58	-26.5412	259.596	0
86	6	56.5231	-0.179958	-361.607	-5439.37	-25125.6	4087.76	162.517	269.042	0	-0.261113	-3.87411	-466.766	743.875	27555.3	-115.577	-172.966	252.406	0	56.262	-4.05407	-828.373	-215354	-23544.3	-9487.86	-26.5185	259.668	0
86	7	56.5671	-0.17929	-361.01	-5415.42	-25094.6	4087.48	162.488	269.001	0	-0.260325	-3.78555	-466.859	738.205	27546.3	-115.31	-172.997	252.419	0	56.3067	-3.96484	-827.87	-215203	-23684.2	-9519.47	-26.7014	259.65	0
86	8	56.6446	-0.179507	-361.789	-5402.48	-25135.4	4110.28	162.525	268.933	0	-0.260016	-3.78672	-467.136	701.037	27575.5	-115.447	-172.969	252.499	0	56.3846	-3.96623	-828.925	-215496	-23582.3	-9516.4	-26.541	259.672	0
86	9	56.5336	-0.179466	-361.469	-5392.89	-25126	4105.79	162.489	268.919	0	-0.259973	-3.66429	-467.183	757.483	27575.4	-114.894	-172.975	252.379	0	56.2736	-3.84376	-828.652	-215355	-23653.1	-9520.24	-26.6413	259.594	0
87	0	56.5454	-0.180101	-361.79	-5448.89	-25131.2	4090.05	162.536	269.061	0	-0.259484	-3.65252	-466.679	739.121	27559.4	-114.768	-172.946	252.416	0	56.2859	-3.83262	-828.47	-215383	-23484.4	-9541.85	-26.4415	259.685	0
87	1	56.5338	-0.179486	-361.606	-5401.72	-25093.3	4081.18	162.606	268.938	0	-0.259391	-3.60783	-466.542	754.954	27558.8	-114.534	-172.93	252.382	0	56.2744	-3.78732	-828.148	-215236	-23457.9	-9557.68	-26.4201	259.611	0
87	2	56.4895	-0.179712	-361.469	-5406.79	-25138.2	4094.55	162.456	268.958	0	-0.260111	-3.70743	-466.586	760.093	27549.7	-114.9	-172.955	252.371	0	56.2293	-3.88714	-828.055	-215217	-23551.5	-9510.38	-26.5386	259.612	0
87	3	56.5886	-0.178908	-361.604	-5332.06	-25142.3	4094.72	162.47	268.746	0	-0.261355	-3.87402	-466.766	757.904	27559.9	-115.54	-172.956	252.376	0	56.3272	-4.05292	-828.37	-215231	-23560	-9497.25	-26.534	259.522	0
87	4	56.6889	-0.179202	-361.787	-5383.53	-25123.2	4101.31	162.558	268.88	0	-0.260925	-3.79755	-467.273	751.997	27585.3	-115.398	-172.965	252.391	0	56.4279	-3.97675	-829.06	-215461	-23594	-9533.78	-26.5488	259.587	0
87	5	56.6226	-0.1796	-361.926	-5388.34	-25176.6	4087.88	162.437	268.888	0	-0.260139	-3.73011	-466.998	754.521	27542.1	-115.119	-173.023	252.384	0	56.3625	-3.90971	-828.923	-215425	-23592.3	-9545.88	-26.5539	259.59	0
87	6	56.5781	-0.179419	-361.514	-5392.59	-25137.2	4087.76	162.467	268.917	0	-0.260036	-3.66402	-467.274	771.413	27557.1	-114.907	-173.026	252.349	0	56.3181	-3.84344	-828.788	-215375	-23695.1	-9549.66	-26.6854	259.576	0
87	7	56.6006	-0.179799	-361.698	-5425.7	-25147.6	4101.2	162.474	269.001	0	-0.259204	-3.6185	-466.541	754.332	27526.1	-114.608	-173	252.383	0	56.3414	-3.7983	-828.239	-215284	-23526.1	-9552.4	-26.496	259.64	0
87	8	56.4785	-0.179898	-361.47	-5411.67	-25175.1	4096.73	162.353	268.971	0	-0.25971	-3.62983	-466.816	777.303	27536.5	-114.663	-173.012	252.335	0	56.2188	-3.80973	-828.285	-215259	-23653.9	-9523.16	-26.656	259.595	0
87	9	56.6336	-0.179499	-362.017	-5374.5	-25177	4094.71	162.453	268.846	0	-0.260882	-3.80646	-466.628	783.771	27512.6	-115.25	-173.04	252.32	0	56.3727	-3.98596	-828.645	-215315	-23516.5	-9524.2	-26.4699	259.54	0
88	0	56.6111	-0.179171	-361.604	-5360.22	-25157.3	4099.07	162.429	268.823	0	-0.261204	-3.8296	-466.904	773.735	27551.1	-115.393	-172.992	252.343	0	56.3499	-4.00877	-828.508	-215277	-23616.4	-9508.78	-26.5968	259.536	0
88	1	56.6451	-0.179917	-361.927	-5439.81	-25140.2	4101.24	162.538	269.03	0	-0.260651	-3.76283	-466.722	771.788	27545.6	-115.114	-172.981	252.346	0	56.3845	-3.94274	-828.649	-215391	-23489.6	-9530.65	-26.4369	259.633	0
88	2	56.5008	-0.180128	-362.019	-5411.95	-25185.5	4090.26	162.431	268.949	0	-0.260861	-3.77372	-466.904	789.938	27527.6	-115.182	-173.042	252.308	0	56.24	-3.95385	-828.923	-215415	-23567	-9502.5	-26.5297	259.576	0
88	3	56.6116	-0.179508	-361.834	-5415.67	-25077.9	4076.7	162.692	268.967	0	-0.259401	-3.57403	-466.587	784.246	27535.5	-114.384	-172.985	252.319	0	56.3522	-3.75354	-828.421	-215289	-23426.6	-9589.57	-26.3696	259.591	0
88	4	56.5452	-0.179959	-361.607	-5444.35	-25121.9	4105.7	162.527	269.056	0	-0.260887	-3.70647	-466.629	825.348	27526.4	-114.784	-173.01	252.231	0	56.2843	-3.88642	-828.237	-215235	-23538.9	-9513.36	-26.5148	259.577	0
88	5	56.4895	-0.179719	-361.698	-5397.34	-25138.2	4081.23	162.5	268.922	0	-0.260938	-3.83914	-466.397	782.256	27493	-115.325	-173.052	252.323	0	56.2286	-4.01886	-828.095	-215201	-23511.8	-9493.63	-26.489	259.573	0
88	6	56.6667	-0.179345	-361.971	-5369.78	-25169.1	4096.91	162.467	268.835	0	-0.261694	-3.86162	-466.626	809.494	27517.2	-115.383	-173.029	252.265	0	56.405	-4.04097	-828.597	-215275	-23515.7	-9517.64	-26.4688	259.504	0
88	7	56.6227	-0.179845	-362.201	-5402.74	-25172	4099.25	162.503	268.916	0	-0.260916	-3.80749	-466.63	756.032	27568.6	-115.259	-172.92	252.38	0	56.3618	-3.98733	-828.831	-215418	-23412.7	-9516.74	-26.3393	259.606	0
88	8	56.6452	-0.179958	-361.79	-5444.47	-25158.9	4101.11	162.46	269.049	0	-0.259759	-3.67343	-466.31	765.99	27525.2	-114.713	-172.972	252.357	0	56.3854	-3.85339	-828.1	-215258	-23465.9	-9551.2	-26.4248	259.65	0
88	9	56.6004	-0.179706	-361.835	-5407.13	-25152.3	4101.33	162.487	268.944	0	-0.260298	-3.65162	-466.723	804.399	27540.7	-114.647	-172.991	252.277	0	56.3401	-3.83132	-828.558	-215298	-23526.2	-9544.35	-26.4864	259.555	0
89	0	56.5455	-0.18014	-361.928	-5448.79	-25126.6	4081.15	162.576	269.055	0	-0.26005	-3.62859	-466.447	814.479	27511.6	-114.495	-173.019	252.254	0	56.2854	-3.80873	-828.375	-215282	-23442.4	-9555.86	-26.3933	259.595	0
89	1	56.512	-0.180086	-362.202	-5421	-25129.9	4081.44	162.619	268.967	0	-0.260594	-3.74019	-466.63	786.635	27531.2	-114.988	-173	252.314	0	56.2514	-3.92028	-828.832	-215403	-23402.8	-9521.72	-26.3333	259.591	0
89	2	56.623	-0.179936	-361.698	-5430.54	-25190.6	4101.08	162.355	269.014	0	-0.261442	-3.9285	-466.763	769.303	27499.3	-115.771	-173.085	252.352	0	56.3615	-4.10844	-828.461	-215344	-23647.9	-9487.55	-26.6353	259.626	0
89	3	56.6004	-0.179547	-361.971	-5388.03	-25142.9	4076.77	162.539	268.885	0	-0.262034	-3.88342	-466.351	817.908	27525.4	-115.354	-172.977	252.246	0	56.3384	-4.06296	-828.322	-215216	-23414.9	-9515.84	-26.3588	259.517	0
89	4	56.6343	-0.180081	-361.927	-5458.23	-25135	4087.73	162.552	269.081	0	-0.26152	-3.86163	-466.717	804.772	27503.6	-115.434	-173.07	252.276	0	56.3728	-4.04171	-828.645	-215380	-23525	-9518.83	-26.4803	259.616	0
89	5	56.6788	-0.180142	-362.201	-5444.49	-25183.7	4083.29	162.47	269.032	0	-0.260643	-3.78363	-466.489	793.873	27484	-115.136	-173.083	252.298	0	56.4181	-3.96377	-828.691	-215386	-23479.2	-9552.46	-26.4207	259.612	0
89	6	56.6673	-0.17983	-361.606	-5435.21	-25183.1	4107.7	162.358	269.031	0	-0.260338	-3.67286	-466.4	812.623	27511.4	-114.644	-173.013	252.258	0	56.407	-3.85269	-828.007	-215179	-23568.2	-9550.11	-26.5504	259.583	0
89	7	56.6118	-0.179767	-361.88	-5402.26	-25190.1	4081.06	162.391	268.928	0	-0.262117	-3.83966	-466.582	829.268	27554.3	-115.207	-172.944	252.223	0	56.3497	-4.01943	-828.462	-215252	-23508	-9524.37	-26.4667	259.52	0
89	8	56.5679	-0.180395	-362.111	-5439.89	-25221.1	4076.59	162.35	269.023	0	-0.262646	-3.91584	-466.348	858.403	27497.3	-115.406	-173.037	252.159	0	56.3053	-4.09624	-828.459	-215263	-23486.8	-9500.38	-26.443	259.53	0
89	9	56.6121	-0.180096	-361.973	-5448.82	-25148.1	4078.8	162.525	269.053	0	-0.261988	-3.90603	-466.671	807.653	27517.4	-115.558	-173.035	252.269	0	56.3501	-4.08612	-828.644	-215370	-23502	-9511.92	-26.4537	259.601	0
90	0	56.679	-0.18022	-362.018	-5462.84	-25183.7	4071.89	162.435	269.09	0	-0.261896	-3.84942	-466.304	842.471	27492.5	-115.198	-173.042	252.193	0	56.4171	-4.02964	-828.322	-215265	-23470.5	-9548.55	-26.4215	259.578	0
90	1	56.6124	-0.180302	-361.836	-5486.08	-25124.8	4083.14	162.563	269.162	0	-0.261436	-3.82829	-466.489	806.213	27521.3	-115.228	-173.003	252.272	0	56.3509	-4.00859	-828.326	-215324	-23464.7	-9525.38	-26.4184	259.65	0
90	2	56.6016	-0.180763	-362.386	-5482	-25199.2	4076.62	162.463	269.128	0	-0.261663	-3.71659	-466.399	876.181	27520.6	-114.644	-172.993	252.121	0	56.3399	-3.89735	-828.785	-215362	-23390.9	-9554.31	-26.315	259.557	0
90	3	56.5681	-0.180595	-362.386	-5463.25	-25179.1	4076.76	162.519	269.076	0	-0.260904	-3.73812	-466.031	837.643	27477.3	-114.75	-173.04	252.203	0	56.3072	-3.91871	-828.417	-215289	-23328.1	-9540.96	-26.2517	259.584	0
90	4	56.5903	-0.180439	-362.11	-5453.59	-25212.7	4063.05	162.373	269.061	0	-0.26191	-3.81586	-466.03	853.219	27505.3	-114.962	-172.98	252.169	0	56.3284	-3.99629	-828.14	-215197	-23398.3	-9542.37	-26.3442	259.555	0
90	5	56.7013	-0.180243	-362.292	-5434.92	-25250.1	4054.01	162.304	269.002	0	-0.263683	-4.05949	-466.39	870.962	27474.3	-115.926	-173.092	252.133	0	56.4376	-4.23973	-828.682	-215309	-23512.4	-9524.08	-26.4597	259.508	0
90	6	56.6462	-0.180759	-362.294	-5495.75	-25201.1	4067.47	162.44	269.169	0	-0.262305	-3.83783	-466.806	898.81	27447.7	-115.217	-173.201	252.075	0	56.3839	-4.01859	-829.1	-215438	-23582.6	-9547.33	-26.5349	259.545	0
90	7	56.6794	-0.180823	-362.615	-5482.16	-25235.3	4072.08	162.407	269.118	0	-0.262102	-3.84927	-466.304	856.477	27492.4	-115.165	-173.042	252.163	0	56.4173	-4.03009	-828.918	-215422	-23383.8	-9548.55	-26.2978	259.58	0
90	8	56.6127	-0.180877	-362.753	-5482.21	-25190.4	4076.83	162.558	269.113	0	-0.260955	-3.76054	-466.214	832.057	27473.4	-114.899	-173.071	252.215	0	56.3517	-3.94141	-828.966	-215454	-23302.3	-9547.27	-26.2013	259.61	0
90	9	56.6457	-0.18048	-362.522	-5444.83	-25224.5	4078.95	162.42	269.019	0	-0.260809	-3.68132	-465.891	886.368	27425.2	-114.451	-173.134	252.097	0	56.3849	-3.8618	-828.414	-215219	-23365.3	-9571.26	-26.2923	259.503	0
91	0	56.5913	-0.181345	-362.296	-5528.5	-25259.6	4053.85	162.279	269.26	0	-0.262016	-3.77088	-465.801	883.043	27504.2	-114.669	-172.953	252.104	0	56.3293	-3.95223	-828.096	-215229	-23350.7	-9562.05	-26.2875	259.61	0
91	1	56.6909	-0.181344	-363.119	-5515.27	-25240.6	4074.5	162.49	269.189	0	-0.262576	-3.91488	-466.072	872.205	27463.5	-115.328	-173.075	252.129	0	56.4283	-4.09622	-829.191	-215511	-23248	-9534.13	-26.1243	259.6	0
91	2	56.6907	-0.181056	-362.89	-5496.4	-25235.8	4074.43	162.459	269.146	0	-0.263071	-3.92603	-465.98	885.87	27491.1	-115.281	-173.004	252.099	0	56.4276	-4.10709	-828.87	-215398	-23247.9	-9531.33	-26.1341	259.562	0
91	3	56.6356	-0.181399	-362.662	-5519.7	-25275.6	4067.49	162.305	269.22	0	-0.262443	-3.90317	-465.796	877.223	27448.3	-115.213	-173.072	252.117	0	56.3731	-4.08457	-828.458	-215324	-23338.5	-9529.7	-26.2589	259.604	0
91	4	56.6574	-0.181175	-362.799	-5501.35	-25248.4	4087.87	162.407	269.164	0	-0.261721	-3.73645	-465.616	907.493	27452	-114.493	-173.041	252.051	0	56.3956	-3.91763	-828.415	-215257	-23235.3	-9552.6	-26.1341	259.545	0
91	5	56.6467	-0.181585	-363.166	-5533.94	-25229.4	4072.3	162.529	269.238	0	-0.260701	-3.68133	-465.663	872.394	27438.3	-114.405	-173.077	252.127	0	56.386	-3.86292	-828.829	-215428	-23155.3	-9578.4	-26.0251	259.624	0
91	6	56.6463	-0.181155	-362.936	-5496.38	-25233.9	4070.03	162.473	269.144	0	-0.261619	-3.71451	-465.617	903.817	27466	-114.409	-173.012	252.059	0	56.3847	-3.89567	-828.552	-215290	-23174.9	-9572.62	-26.0573	259.543	0
91	7	56.5581	-0.181897	-363.076	-5548.04	-25244.3	4072.3	162.471	269.281	0	-0.261992	-3.80228	-465.43	909.222	27423.3	-114.701	-173.08	252.047	0	56.2961	-3.98418	-828.506	-215328	-23148.6	-9528.1	-26.0314	259.599	0
91	8	56.5805	-0.182018	-363.03	-5566.66	-25250	4069.93	162.447	269.334	0	-0.262879	-3.91267	-465.381	923.199	27409.2	-115.064	-173.104	252.016	0	56.3176	-4.09469	-828.411	-215314	-23168.7	-9510.95	-26.0573	259.605	0
91	9	56.5911	-0.181635	-363.303	-5501.66	-25283.1	4074.71	162.408	269.143	0	-0.262773	-3.91361	-465.612	900.029	27438.2	-115.156	-173.071	252.067	0	56.3283	-4.09525	-828.915	-215400	-23163	-9508.67	-26.0346	259.551	0
92	0	56.5802	-0.181613	-362.891	-5524.44	-25263.9	4063.21	162.382	269.223	0	-0.262127	-3.71389	-465.752	950.411	27443.1	-114.362	-173.078	251.959	0	56.3181	-3.8955	-828.644	-215294	-23266.3	-9562.69	-26.1687	259.52	0
92	1	56.5471	-0.181996	-362.893	-5543.68	-25304.7	4081.1	162.27	269.276	0	-0.261073	-3.75803	-465.522	882.937	27395.8	-114.659	-173.15	252.103	0	56.286	-3.94003	-828.415	-215325	-23299.6	-9526.89	-26.2173	259.626	0
92	2	56.6361	-0.181942	-363.258	-5547.97	-25285.1	4056.5	162.394	269.273	0	-0.261352	-3.72489	-465.615	907.773	27414.7	-114.49	-173.121	252.05	0	56.3747	-3.90683	-828.872	-215419	-23201.7	-9581.49	-26.0801	259.598	0
92	3	56.5253	-0.182498	-363.032	-5585.91	-25308.5	4083.32	162.286	269.387	0	-0.261282	-3.75707	-465.154	906.153	27380.2	-114.514	-173.137	252.052	0	56.264	-3.93957	-828.186	-215286	-23201.3	-9519.27	-26.106	259.651	0
92	4	56.68	-0.181279	-362.844	-5500.98	-25296.2	4056.32	162.284	269.161	0	-0.261825	-3.81253	-465.336	917.855	27376.3	-114.741	-173.169	252.028	0	56.4181	-3.99381	-828.18	-215190	-23285.1	-9572.65	-26.1997	259.534	0
92	5	56.6579	-0.181749	-363.258	-5520.35	-25314	4072.23	162.314	269.197	0	-0.262536	-3.85688	-465.198	930.126	27403.7	-114.803	-173.092	252.001	0	56.3954	-4.03863	-828.456	-215269	-23146.9	-9540.93	-26.025	259.541	0
92	6	56.5584	-0.182246	-363.534	-5548.39	-25291.2	4063.49	162.43	269.262	0	-0.261904	-3.75669	-465.336	952.823	27371.5	-114.467	-173.179	251.952	0	56.2965	-3.93894	-828.87	-215376	-23119.6	-9547.33	-25.9847	259.544	0
92	7	56.603	-0.182259	-363.305	-5566.88	-25302.4	4060.97	162.355	269.323	0	-0.261361	-3.7675	-464.65	905.632	27382.8	-114.407	-173.068	252.051	0	56.3416	-3.94976	-827.954	-215209	-23016.7	-9558.79	-25.885	259.63	0
92	8	56.6472	-0.182379	-363.58	-5576.9	-25295	4090.27	162.428	269.339	0	-0.261434	-3.6462	-465.294	957.597	27403.8	-114.015	-173.104	251.942	0	56.3858	-3.82858	-828.874	-215395	-23074.5	-9568.25	-25.9251	259.573	0
92	9	56.5698	-0.18245	-363.489	-5585.52	-25263.6	4058.89	162.497	269.366	0	-0.261172	-3.75606	-464.649	910.649	27359.5	-114.379	-173.118	252.04	0	56.3086	-3.93851	-828.138	-215269	-22957	-9555.13	-25.809	259.645	0
93	0	56.6029	-0.182237	-363.488	-5557.56	-25297.7	4056.62	162.403	269.29	0	-0.262093	-3.82233	-464.739	940.571	27359.8	-114.572	-173.129	251.976	0	56.3408	-4.00457	-828.226	-215236	-23013.1	-9550.49	-25.8724	259.575	0
93	1	56.6136	-0.182122	-363.763	-5534.9	-25288.9	4086.07	162.48	269.216	0	-0.262615	-3.86731	-464.694	929.605	27406.4	-114.696	-173.023	252	0	56.3509	-4.04943	-828.457	-215285	-22884	-9513.37	-25.7088	259.559	0
93	2	56.5143	-0.1825	-363.534	-5548.45	-25345.4	4052.22	162.28	269.263	0	-0.261962	-3.80066	-464.603	922.981	27396.6	-114.458	-173.032	252.013	0	56.2523	-3.98316	-828.137	-215221	-22978.1	-9537.31	-25.8374	259.585	0
93	3	56.5585	-0.182511	-363.672	-5558.27	-25324	4079.22	162.366	269.284	0	-0.261175	-3.73413	-464.65	911.665	27378.1	-114.279	-173.078	252.038	0	56.2973	-3.91665	-828.322	-215287	-22955.9	-9536.88	-25.8025	259.61	0
93	4	56.5589	-0.182701	-363.443	-5595.06	-25314.6	4058.76	162.348	269.395	0	-0.260558	-3.68945	-464.787	913.331	27336.6	-114.198	-173.185	252.035	0	56.2984	-3.87216	-828.23	-215296	-23072.6	-9567.85	-25.9466	259.653	0
93	5	56.5809	-0.182525	-363.443	-5590.53	-25282.8	4074.53	162.435	269.382	0	-0.261366	-3.73357	-464.603	934.91	27359.2	-114.23	-173.113	251.988	0	56.3195	-3.91609	-828.047	-215225	-22976.9	-9547.29	-25.8352	259.622	0
93	6	56.5371	-0.183312	-363.766	-5637.69	-25323.2	4074.56	162.386	269.498	0	-0.261322	-3.74434	-464.511	934.364	27344.8	-114.259	-173.132	251.989	0	56.2758	-3.92766	-828.277	-215332	-22933.6	-9533.88	-25.7778	259.678	0
93	7	56.4919	-0.182588	-363.49	-5553.66	-25344.5	4081.42	162.274	269.279	0	-0.261537	-3.83342	-465.013	921.251	27314.3	-114.782	-173.261	252.019	0	56.2303	-4.016	-828.502	-215322	-23162.9	-9495.33	-26.0512	259.591	0
93	8	56.5363	-0.1826	-363.764	-5567.51	-25299.7	4074.82	162.45	269.305	0	-0.262104	-3.86658	-465.012	938.585	27323.7	-114.85	-173.241	251.982	0	56.2742	-4.04918	-828.776	-215390	-23046.9	-9505.54	-25.9003	259.585	0
93	9	56.5702	-0.182832	-363.855	-5576.51	-25361.9	4040.98	162.297	269.326	0	-0.259971	-3.62178	-464.329	925.208	27302	-113.836	-173.201	252.007	0	56.3102	-3.80461	-828.183	-215251	-22954.2	-9603.87	-25.8032	259.616	0
94	0	56.5259	-0.183142	-363.856	-5600.25	-25360.1	4058.95	162.302	269.391	0	-0.260752	-3.58896	-464.422	964.232	27358.2	-113.597	-173.092	251.924	0	56.2651	-3.7721	-828.278	-215259	-22915.3	-9581.82	-25.7559	259.597	0
94	1	56.5362	-0.182502	-363.672	-5567.45	-25280.9	4079.3	162.484	269.309	0	-0.260089	-3.53312	-464.102	952.44	27347.6	-113.345	-173.074	251.948	0	56.2761	-3.71562	-827.775	-215107	-22816.4	-9576.71	-25.6508	259.575	0
94	2	56.592	-0.182522	-363.306	-5581.27	-25334.7	4072.12	162.266	269.362	0	-0.261018	-3.58864	-464.102	973.608	27375.6	-113.465	-173.014	251.902	0	56.331	-3.77116	-827.407	-215009	-22929.5	-9585.19	-25.796	259.569	0
94	3	56.5813	-0.182859	-363.17	-5614.11	-25357.7	4078.65	162.177	269.459	0	-0.261289	-3.73239	-464.418	957.973	27307.1	-114.176	-173.202	251.937	0	56.32	-3.91525	-827.587	-215109	-23124.7	-9543.59	-26.0276	259.626	0
94	4	56.6367	-0.183136	-364.177	-5619.41	-25322.8	4085.96	162.466	269.43	0	-0.261319	-3.72121	-464.463	967.757	27302.5	-114.131	-173.217	251.916	0	56.3754	-3.90434	-828.64	-215372	-22873.6	-9552.97	-25.6886	259.614	0
94	5	56.4811	-0.182743	-363.49	-5576.56	-25325.4	4061.17	162.327	269.342	0	-0.261089	-3.75479	-464.28	929.06	27315.9	-114.274	-173.165	251.999	0	56.22	-3.93754	-827.77	-215148	-22973.4	-9530.57	-25.844	259.615	0
94	6	56.5705	-0.183015	-363.352	-5613.84	-25380.6	4051.77	162.149	269.45	0	-0.26099	-3.56562	-464.42	1016.28	27311.4	-113.443	-173.192	251.812	0	56.3095	-3.74863	-827.772	-215090	-23101	-9605.46	-25.9937	259.554	0
94	7	56.437	-0.183292	-363.309	-5637.76	-25314.2	4092.42	162.323	269.518	0	-0.260273	-3.58941	-464.24	922.276	27376.3	-113.624	-173.03	252.013	0	56.1768	-3.7727	-827.549	-215153	-22932.5	-9525.83	-25.8037	259.698	0
94	8	56.5478	-0.183058	-363.948	-5595.97	-25342.3	4081.49	162.368	269.376	0	-0.260149	-3.57678	-464.237	964.346	27292.2	-113.57	-173.211	251.923	0	56.2877	-3.75983	-828.185	-215230	-22900.6	-9567.76	-25.7395	259.593	0
94	9	56.526	-0.183212	-363.537	-5614.4	-25383.4	4072.15	162.176	269.444	0	-0.261279	-3.64395	-464.511	985.165	27335.3	-113.794	-173.153	251.879	0	56.2647	-3.82716	-828.048	-215196	-23056.3	-9556.07	-25.9337	259.591	0
95	0	56.5815	-0.183303	-363.72	-5642.49	-25339.1	4081.17	162.334	269.513	0	-0.262044	-3.76592	-464.463	975.427	27339.9	-114.234	-173.137	251.9	0	56.3195	-3.94922	-828.184	-215273	-22956.2	-9533.4	-25.8055	259.635	0
95	1	56.5923	-0.182886	-363.901	-5576.96	-25381.6	4058.92	162.251	269.326	0	-0.261486	-3.711	-464.466	954.486	27358.6	-114.067	-173.097	251.945	0	56.3308	-3.89388	-828.367	-215273	-22939	-9570.9	-25.7785	259.58	0
95	2	56.6034	-0.182955	-363.948	-5604.96	-25321.3	4070.19	162.426	269.401	0	-0.2611	-3.65589	-464.605	952.174	27363.7	-113.909	-173.103	251.951	0	56.3423	-3.83884	-828.552	-215348	-22895.2	-9575.08	-25.7195	259.616	0
95	3	56.5039	-0.183443	-363.675	-5633.22	-25368.5	4076.73	162.244	269.49	0	-0.259657	-3.47771	-464.195	954.72	27338.6	-113.178	-173.105	251.943	0	56.2442	-3.66115	-827.869	-215192	-22932.2	-9583.95	-25.7897	259.651	0
95	4	56.5703	-0.18313	-363.537	-5628.42	-25343.2	4083.36	162.287	269.482	0	-0.260567	-3.58775	-464.099	977.958	27310.2	-113.52	-173.154	251.893	0	56.3097	-3.77088	-827.636	-215110	-22948.3	-9568.94	-25.8127	259.619	0
95	5	56.4812	-0.183286	-363.858	-5601.05	-25367.6	4097.19	162.282	269.394	0	-0.260169	-3.55536	-464.239	951.492	27338.8	-113.474	-173.11	251.95	0	56.2211	-3.73865	-828.097	-215225	-22897.7	-9540	-25.7423	259.615	0
95	6	56.4701	-0.183342	-364.133	-5591.82	-25367.1	4092.91	162.335	269.357	0	-0.26082	-3.65497	-464.374	956.6	27320.8	-113.875	-173.166	251.94	0	56.2093	-3.83831	-828.506	-215319	-22882.1	-9518.8	-25.7117	259.595	0
95	7	56.5705	-0.183449	-364.041	-5637.96	-25348	4074.63	162.37	269.487	0	-0.260757	-3.69918	-464.464	945.293	27293.3	-114.114	-173.237	251.965	0	56.3097	-3.88263	-828.504	-215378	-22937.1	-9552.72	-25.7729	259.664	0
95	8	56.5597	-0.183639	-364.178	-5637.93	-25385	4058.93	162.295	269.481	0	-0.260892	-3.63295	-464.466	966.922	27330.5	-113.789	-173.157	251.918	0	56.2988	-3.81659	-828.644	-215388	-22905	-9580.58	-25.7304	259.637	0
95	9	56.5594	-0.183546	-364.041	-5647.42	-25342.9	4081.37	162.385	269.513	0	-0.259753	-3.48944	-464.287	940.403	27367	-113.249	-173.056	251.975	0	56.2997	-3.67299	-828.328	-215338	-22817	-9590.81	-25.6335	259.683	0
96	0	56.6378	-0.18375	-363.857	-5688.79	-25369.6	4049.51	162.276	269.635	0	-0.259787	-3.53255	-463.918	947.605	27318.9	-113.332	-173.113	251.957	0	56.378	-3.7163	-827.775	-215233	-22853	-9632.81	-25.689	259.728	0
