		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
172	6	56.5739	-0.175448	-361.365	-5013.42	-24991.6	4089.13	162.841	267.874	0	-0.257544	-3.30966	-467.236	767.59	27570.6	-113.626	-172.992	252.357	0	56.3164	-3.48511	-828.602	-214937	-23561.5	-9627.14	-26.5302	259.124	0
172	7	56.5294	-0.175513	-361.275	-5018.27	-24980.4	4102.62	162.855	267.89	0	-0.257995	-3.38843	-467.832	750.513	27587.2	-114.097	-173.032	252.396	0	56.2714	-3.56394	-829.106	-215090	-23689.7	-9584.59	-26.6725	259.147	0
172	8	56.5858	-0.176425	-362.146	-5070.24	-25034.4	4091.57	162.872	268.001	0	-0.258111	-3.49805	-467.278	731.569	27538.4	-114.426	-173.066	252.434	0	56.3277	-3.67447	-829.424	-215247	-23465.6	-9585.28	-26.3877	259.231	0
172	9	56.519	-0.176115	-361.688	-5055.62	-25003.4	4080.25	162.87	267.978	0	-0.259509	-3.56575	-467.874	761.845	27596.8	-114.706	-173.017	252.372	0	56.2595	-3.74187	-829.562	-215240	-23616.6	-9563.9	-26.5704	259.176	0
173	0	56.6524	-0.176041	-361.595	-5069.52	-25037.1	4075.42	162.759	268.02	0	-0.258621	-3.42135	-467.693	772.493	27595.9	-114.116	-172.996	252.348	0	56.3938	-3.59739	-829.288	-215167	-23637.1	-9635.48	-26.5963	259.182	0
173	1	56.5742	-0.175702	-361.595	-5032.16	-24987	4084.72	162.898	267.917	0	-0.257506	-3.31051	-467.558	753.727	27590.6	-113.731	-172.99	252.388	0	56.3167	-3.48621	-829.153	-215109	-23557.7	-9631.59	-26.5087	259.16	0
173	2	56.6419	-0.176695	-361.826	-5125.9	-25041.4	4082.13	162.791	268.167	0	-0.257927	-3.34367	-467.237	752.425	27617.4	-113.733	-172.892	252.39	0	56.3839	-3.52036	-829.063	-215183	-23461.1	-9643.9	-26.3907	259.275	0
173	3	56.4972	-0.176722	-361.781	-5089.03	-25068	4098.09	162.709	268.067	0	-0.257941	-3.34399	-467.467	752.462	27618.3	-113.798	-172.919	252.39	0	56.2393	-3.52071	-829.248	-215193	-23543.5	-9591.14	-26.4924	259.23	0
173	4	56.5637	-0.176497	-361.552	-5098.22	-25042.8	4106.87	162.735	268.101	0	-0.259439	-3.49885	-467.372	774.034	27627.3	-114.265	-172.888	252.344	0	56.3043	-3.67534	-828.924	-215105	-23543.4	-9563.69	-26.499	259.217	0
173	5	56.6304	-0.17639	-361.642	-5098	-25040.9	4095.6	162.758	268.097	0	-0.258309	-3.53262	-467.692	707.087	27577.5	-114.682	-173.035	252.488	0	56.3721	-3.70901	-829.334	-215278	-23646.9	-9584.83	-26.6078	259.295	0
173	6	56.5416	-0.176665	-362.055	-5084.24	-25055.9	4086.99	162.795	268.043	0	-0.257733	-3.44317	-467.463	724.64	27553.1	-114.283	-173.058	252.45	0	56.2839	-3.61984	-829.518	-215289	-23534.1	-9591.25	-26.4701	259.256	0
173	7	56.7529	-0.17648	-361.824	-5120.95	-25060.1	4068.47	162.74	268.153	0	-0.257778	-3.38833	-467.648	736.477	27586.5	-114.078	-173.01	252.425	0	56.4952	-3.56481	-829.473	-215300	-23610.5	-9675.87	-26.5528	259.286	0
173	8	56.575	-0.176599	-361.826	-5102.73	-25033.9	4091.29	162.812	268.103	0	-0.25741	-3.29978	-467.605	744.927	27604.8	-113.711	-172.965	252.407	0	56.3176	-3.47638	-829.431	-215259	-23547.6	-9627.9	-26.4877	259.254	0
173	9	56.5756	-0.17702	-361.964	-5125.99	-25085.4	4068.73	162.696	268.162	0	-0.256992	-3.31105	-467.239	702.479	27622.2	-113.726	-172.882	252.497	0	56.3186	-3.48807	-829.203	-215267	-23465.8	-9648.24	-26.3954	259.335	0
174	0	56.6866	-0.176671	-361.733	-5125.5	-25080.7	4057.22	162.665	268.169	0	-0.258501	-3.46599	-467.693	742.632	27596	-114.344	-172.995	252.412	0	56.4281	-3.64267	-829.426	-215290	-23649.9	-9652.5	-26.6055	259.284	0
174	1	56.5524	-0.176441	-362.146	-5051.83	-25070.4	4096.1	162.773	267.95	0	-0.258243	-3.43262	-467.647	743.989	27591.1	-114.214	-173	252.409	0	56.2941	-3.60906	-829.794	-215307	-23532.4	-9587.06	-26.4591	259.191	0
174	2	56.6084	-0.176713	-362.192	-5093.55	-25068.1	4080.19	162.788	268.063	0	-0.259404	-3.54375	-467.829	758.162	27610.6	-114.609	-172.981	252.379	0	56.349	-3.72046	-830.021	-215397	-23544.2	-9591.82	-26.4635	259.223	0
174	3	56.6422	-0.176908	-362.009	-5125.76	-25088.2	4057.43	162.697	268.159	0	-0.258234	-3.45529	-467.968	733.756	27587.8	-114.413	-173.048	252.432	0	56.384	-3.63219	-829.977	-215439	-23663.1	-9643.68	-26.6068	259.292	0
174	4	56.5758	-0.177088	-361.735	-5148.89	-25076.1	4055.06	162.678	268.234	0	-0.258631	-3.43282	-467.328	744.187	27641.2	-114.071	-172.853	252.408	0	56.3172	-3.60991	-829.063	-215218	-23511	-9633.93	-26.4546	259.313	0
174	5	56.5647	-0.177341	-362.102	-5140.38	-25117.7	4075.47	162.634	268.196	0	-0.258047	-3.36513	-467.098	765.348	27588.8	-113.77	-172.936	252.362	0	56.3066	-3.54247	-829.2	-215221	-23466.5	-9626.15	-26.3965	259.276	0
174	6	56.5981	-0.177339	-361.965	-5158.8	-25105.1	4070.81	162.642	268.252	0	-0.258408	-3.42147	-467.191	739.913	27631.3	-114.011	-172.857	252.416	0	56.3397	-3.59881	-829.155	-215256	-23466	-9626.5	-26.3959	259.329	0
174	7	56.4979	-0.177292	-361.92	-5149.52	-25058.8	4082.27	162.761	268.228	0	-0.258514	-3.47646	-467.417	746.726	27580.9	-114.309	-172.993	252.402	0	56.2394	-3.65375	-829.337	-215288	-23528	-9577.18	-26.4708	259.309	0
174	8	56.6645	-0.177187	-362.285	-5158.94	-25051.8	4082.24	162.85	268.24	0	-0.258473	-3.52131	-467.6	721.563	27581.8	-114.578	-173.014	252.457	0	56.406	-3.6985	-829.885	-215464	-23485.1	-9609.5	-26.3931	259.347	0
174	9	56.5869	-0.177372	-362.285	-5154.28	-25076.6	4073.33	162.782	268.227	0	-0.258839	-3.47754	-467.968	751.62	27611.1	-114.426	-172.998	252.394	0	56.3281	-3.65492	-830.253	-215521	-23561.6	-9608.55	-26.4785	259.303	0
175	0	56.6426	-0.177421	-362.239	-5168.29	-25093	4073.15	162.728	268.268	0	-0.257983	-3.47735	-467.51	700.145	27600.1	-114.425	-172.964	252.502	0	56.3846	-3.65477	-829.75	-215458	-23496.9	-9623.16	-26.4125	259.385	0
175	1	56.5431	-0.177923	-362.378	-5200.82	-25079.5	4057.56	162.792	268.352	0	-0.257758	-3.36687	-467.422	714.318	27646.2	-113.925	-172.854	252.472	0	56.2854	-3.5448	-829.8	-215485	-23380.3	-9638.54	-26.2756	259.407	0
175	2	56.554	-0.177602	-361.737	-5191.4	-25098.6	4072.89	162.616	268.351	0	-0.25728	-3.37731	-467.237	699.615	27603.6	-113.989	-172.922	252.503	0	56.2967	-3.55491	-828.974	-215280	-23548.8	-9623.68	-26.504	259.418	0
175	3	56.6201	-0.176989	-361.826	-5135.2	-25096.6	4066.29	162.639	268.193	0	-0.258063	-3.45461	-467.418	724.33	27585.6	-114.278	-172.983	252.45	0	56.362	-3.6316	-829.244	-215272	-23588.6	-9629.25	-26.5402	259.319	0
175	4	56.654	-0.17764	-362.011	-5200.89	-25107.5	4072.87	162.644	268.367	0	-0.260223	-3.63037	-467.091	796.159	27565.6	-114.669	-172.985	252.296	0	56.3938	-3.80801	-829.102	-215237	-23502.9	-9590.88	-26.4389	259.313	0
175	5	56.5318	-0.177659	-362.194	-5163.55	-25121.1	4059.76	162.642	268.256	0	-0.258383	-3.55474	-467.737	706.125	27568.4	-114.786	-173.06	252.49	0	56.2734	-3.73239	-829.931	-215497	-23614.2	-9590.89	-26.5546	259.371	0
175	6	56.5983	-0.177644	-362.286	-5163.82	-25142.6	4068.67	162.6	268.253	0	-0.257902	-3.42088	-467.6	748.907	27548.9	-114.192	-173.084	252.398	0	56.3404	-3.59852	-829.886	-215437	-23605.6	-9629.22	-26.5418	259.32	0
175	7	56.5984	-0.177789	-362.332	-5191.82	-25100.5	4075.43	162.725	268.329	0	-0.257777	-3.35439	-467.236	751.826	27589.4	-113.802	-172.952	252.391	0	56.3407	-3.53218	-829.568	-215379	-23428.6	-9637.45	-26.3377	259.352	0
175	8	56.4877	-0.178059	-362.013	-5210.26	-25109.9	4066.32	162.638	268.393	0	-0.256977	-3.27658	-467.054	740.981	27579.3	-113.508	-172.951	252.414	0	56.2308	-3.45464	-829.067	-215277	-23475.4	-9636.26	-26.4155	259.391	0
175	9	56.554	-0.177594	-361.828	-5186.62	-25098.6	4063.97	162.634	268.335	0	-0.258518	-3.47586	-466.593	732.746	27610.2	-114.074	-172.826	252.43	0	56.2955	-3.65345	-828.421	-215107	-23372.7	-9609.71	-26.3076	259.376	0
176	0	56.4765	-0.178178	-362.105	-5220	-25095.4	4086.61	162.696	268.416	0	-0.259102	-3.56538	-467.233	729.129	27608.3	-114.586	-172.911	252.439	0	56.2174	-3.74356	-829.338	-215381	-23451	-9547.27	-26.3785	259.415	0
176	1	56.5538	-0.177546	-362.012	-5177.66	-25079.9	4082.12	162.721	268.302	0	-0.258964	-3.60952	-467.231	713.138	27580.4	-114.809	-172.971	252.474	0	56.2948	-3.78706	-829.243	-215332	-23488.2	-9561.37	-26.4223	259.384	0
176	2	56.4985	-0.177773	-361.829	-5182.43	-25129	4079.74	162.55	268.323	0	-0.259488	-3.5763	-467.461	756.648	27595.1	-114.64	-172.968	252.381	0	56.239	-3.75407	-829.29	-215304	-23615.1	-9557.09	-26.5775	259.337	0
176	3	56.5431	-0.177925	-362.15	-5214.8	-25070.1	4066.39	162.774	268.4	0	-0.258753	-3.48738	-467.096	746.326	27602.9	-114.235	-172.905	252.402	0	56.2844	-3.66531	-829.246	-215331	-23392.3	-9602.06	-26.3069	259.389	0
176	4	56.6098	-0.178093	-362.15	-5233.97	-25105.7	4086.4	162.676	268.453	0	-0.258264	-3.4535	-466.821	742.886	27578.5	-114.07	-172.923	252.409	0	56.3516	-3.63159	-828.972	-215283	-23392	-9606.8	-26.3108	259.418	0
176	5	56.5212	-0.17817	-362.104	-5215.05	-25139.4	4064.02	162.574	268.402	0	-0.258317	-3.49797	-467.095	736.299	27556.3	-114.344	-173.005	252.424	0	56.2629	-3.67614	-829.199	-215330	-23517.4	-9596.69	-26.4603	259.401	0
176	6	56.5543	-0.177888	-361.921	-5224.02	-25070.6	4068.46	162.729	268.434	0	-0.259546	-3.55304	-467.002	780.773	27579.2	-114.388	-172.944	252.328	0	56.2947	-3.73093	-828.923	-215227	-23448.4	-9587.67	-26.3839	259.36	0
176	7	56.4764	-0.17785	-361.738	-5205.56	-25086	4079.72	162.652	268.39	0	-0.25984	-3.64151	-466.954	767.64	27560.4	-114.74	-172.978	252.356	0	56.2165	-3.81936	-828.692	-215167	-23510.3	-9536.52	-26.4701	259.355	0
176	8	56.5319	-0.177858	-361.921	-5210.34	-25083.7	4081.99	162.693	268.396	0	-0.260291	-3.67518	-467.594	789.609	27544.4	-115.009	-173.093	252.311	0	56.2716	-3.85303	-829.515	-215360	-23631.3	-9540.78	-26.5884	259.329	0
176	9	56.5213	-0.178226	-362.105	-5238.08	-25092.6	4057.29	162.703	268.466	0	-0.258712	-3.57523	-467.23	742.263	27524.3	-114.679	-173.09	252.411	0	56.2626	-3.75346	-829.334	-215385	-23533.6	-9585.93	-26.4759	259.421	0
177	0	56.6318	-0.177602	-361.783	-5214.66	-25073.8	4075.04	162.694	268.414	0	-0.258271	-3.44162	-466.865	771.162	27536.6	-114.019	-173.018	252.348	0	56.3735	-3.61923	-828.648	-215152	-23498.4	-9626.31	-26.4485	259.362	0
177	1	56.4985	-0.177741	-361.738	-5196.26	-25091.6	4081.95	162.636	268.365	0	-0.258865	-3.48574	-466.453	774.075	27567.6	-114.02	-172.9	252.341	0	56.2396	-3.66348	-828.191	-215017	-23394.6	-9575.22	-26.344	259.34	0
177	2	56.4766	-0.17799	-361.647	-5224.12	-25090.7	4075.1	162.621	268.445	0	-0.258996	-3.50742	-466.588	791.665	27530.8	-114.134	-172.996	252.303	0	56.2176	-3.68541	-828.235	-215039	-23481.8	-9571.67	-26.4493	259.352	0
177	3	56.4763	-0.177678	-361.646	-5186.74	-25100	4072.96	162.595	268.342	0	-0.260245	-3.72838	-466.171	777.618	27515.3	-114.853	-172.976	252.332	0	56.216	-3.90606	-827.817	-214919	-23410.7	-9523.25	-26.3759	259.326	0
177	4	56.5656	-0.178107	-361.784	-5243.03	-25108.5	4081.71	162.598	268.492	0	-0.260632	-3.71822	-466.676	792.304	27545.3	-114.895	-172.976	252.302	0	56.3049	-3.89633	-828.461	-215124	-23477.3	-9539.57	-26.4323	259.372	0
177	5	56.5095	-0.177731	-362.058	-5182.33	-25092.1	4075.43	162.696	268.314	0	-0.259554	-3.61831	-466.952	791.611	27499.7	-114.666	-173.108	252.305	0	56.25	-3.79604	-829.01	-215199	-23504	-9554.54	-26.4505	259.296	0
177	6	56.566	-0.178354	-361.648	-5289.26	-25075.8	4068.07	162.662	268.625	0	-0.259087	-3.57316	-466.311	784.02	27497.1	-114.343	-173.033	252.319	0	56.3069	-3.75152	-827.958	-215045	-23440.6	-9586.59	-26.403	259.441	0
177	7	56.5767	-0.178139	-362.013	-5242.99	-25095	4075.12	162.679	268.483	0	-0.258704	-3.42998	-466.682	804.298	27540.4	-113.845	-172.987	252.277	0	56.318	-3.60812	-828.695	-215159	-23417.5	-9614.73	-26.3519	259.356	0
177	8	56.4881	-0.178403	-361.831	-5270.9	-25067.8	4077.34	162.72	268.567	0	-0.258271	-3.50678	-466.495	772.703	27474.5	-114.208	-173.104	252.344	0	56.2298	-3.68518	-828.326	-215128	-23451.6	-9572.85	-26.4091	259.431	0
177	9	56.4324	-0.178194	-361.51	-5242.72	-25093.5	4072.77	162.587	268.502	0	-0.259935	-3.63936	-466.309	809.258	27497.1	-114.521	-173.033	252.265	0	56.1725	-3.81755	-827.819	-214940	-23483.7	-9532.61	-26.4667	259.356	0
178	0	56.4656	-0.17809	-361.602	-5233.46	-25094.9	4075.05	162.601	268.473	0	-0.261209	-3.71663	-466.49	857.407	27497.7	-114.737	-173.054	252.162	0	56.2044	-3.89472	-828.091	-214956	-23506.4	-9520.87	-26.4841	259.285	0
178	1	56.5097	-0.177634	-361.371	-5200.52	-25106	4070.45	162.526	268.391	0	-0.260341	-3.71692	-466.536	810.614	27474.7	-114.883	-173.109	252.262	0	56.2494	-3.89455	-827.907	-214922	-23606.5	-9536.89	-26.6087	259.302	0
178	2	56.5544	-0.17783	-361.234	-5242.47	-25093.9	4074.69	162.533	268.513	0	-0.259678	-3.63809	-466.032	822.947	27439.9	-114.467	-173.12	252.234	0	56.2947	-3.81592	-827.266	-214786	-23547	-9561.94	-26.5537	259.342	0
178	3	56.4658	-0.178185	-361.373	-5251.99	-25104.2	4072.6	162.531	268.533	0	-0.258504	-3.39529	-466.313	833.41	27492.1	-113.601	-173.044	252.213	0	56.2073	-3.57348	-827.686	-214881	-23533.9	-9596.85	-26.5297	259.339	0
178	4	56.4655	-0.177965	-361.51	-5228.75	-25080.8	4079.54	162.622	268.464	0	-0.25834	-3.42789	-465.671	808.577	27489.6	-113.595	-172.968	252.264	0	56.2071	-3.60586	-827.181	-214756	-23333.5	-9582.31	-26.3021	259.344	0
178	5	56.4437	-0.178115	-361.372	-5256.06	-25061.2	4050.22	162.65	268.545	0	-0.259591	-3.61569	-465.666	819.234	27457.1	-114.273	-173.037	252.241	0	56.1841	-3.79381	-827.038	-214744	-23376.1	-9563.3	-26.3594	259.365	0
178	6	56.4215	-0.178484	-361.466	-5284.9	-25060.3	4088.42	162.67	268.621	0	-0.259557	-3.69374	-465.94	787.94	27439.7	-114.72	-173.109	252.309	0	56.1619	-3.87223	-827.406	-214901	-23432.8	-9502.04	-26.418	259.435	0
178	7	56.4327	-0.178503	-361.512	-5284.71	-25070.1	4074.93	162.652	268.618	0	-0.261066	-3.7386	-466.443	847.047	27478.9	-114.846	-173.088	252.184	0	56.1717	-3.9171	-827.955	-214983	-23509.1	-9507.82	-26.4934	259.36	0
178	8	56.4546	-0.1783	-361.694	-5257.04	-25071.1	4088.58	162.684	268.535	0	-0.259345	-3.54958	-465.851	826.774	27471.7	-114.057	-173.029	252.225	0	56.1952	-3.72788	-827.545	-214864	-23339.7	-9542.8	-26.2991	259.354	0
178	9	56.5548	-0.178294	-361.556	-5284.61	-25075.3	4072.54	162.646	268.616	0	-0.259319	-3.57173	-466.17	830.411	27440.4	-114.252	-173.137	252.219	0	56.2955	-3.75002	-827.726	-214935	-23485.3	-9579.44	-26.4646	259.381	0
179	0	56.4771	-0.178316	-361.465	-5266	-25100	4070.35	162.56	268.569	0	-0.258148	-3.42838	-465.901	794.608	27490.6	-113.693	-172.995	252.294	0	56.2189	-3.60669	-827.365	-214854	-23415.6	-9594.56	-26.3953	259.404	0
179	1	56.5105	-0.17821	-361.235	-5274.88	-25096.7	4056.67	162.525	268.602	0	-0.259199	-3.53734	-465.803	854.945	27410.8	-114	-173.154	252.165	0	56.2513	-3.71555	-827.038	-214724	-23524.2	-9591.71	-26.5352	259.344	0
179	2	56.477	-0.177918	-360.732	-5269.89	-25067.2	4063.23	162.51	268.609	0	-0.259416	-3.68184	-465.526	792.937	27424	-114.565	-173.09	252.297	0	56.2176	-3.85976	-826.258	-214589	-23533.2	-9543.83	-26.5724	259.418	0
179	3	56.4437	-0.17839	-361.557	-5270.74	-25075.3	4074.98	162.646	268.578	0	-0.26151	-3.81452	-465.752	862.193	27438.8	-114.928	-173.087	252.149	0	56.1822	-3.99291	-827.309	-214794	-23385.4	-9493.05	-26.3623	259.329	0
179	4	56.4435	-0.178244	-361.328	-5270.88	-25056.5	4095.1	162.654	268.588	0	-0.260617	-3.64895	-465.666	855.356	27489.6	-114.275	-172.967	252.163	0	56.1828	-3.82719	-826.994	-214713	-23349	-9510.48	-26.3281	259.339	0
179	5	56.577	-0.17827	-361.419	-5289.34	-25085.6	4079.13	162.591	268.635	0	-0.259983	-3.60471	-466.032	852.413	27453.8	-114.266	-173.09	252.171	0	56.317	-3.78298	-827.451	-214849	-23483.1	-9570.75	-26.4694	259.362	0
179	6	56.4218	-0.178628	-361.42	-5294.08	-25088.4	4074.83	162.584	268.648	0	-0.25961	-3.56018	-465.621	840.281	27470.8	-114	-173.002	252.195	0	56.1622	-3.73881	-827.042	-214760	-23367.2	-9545.72	-26.3496	259.385	0
179	7	56.4332	-0.178929	-361.467	-5326.89	-25088.9	4079.23	162.591	268.737	0	-0.258399	-3.45969	-465.256	825.548	27436.6	-113.607	-173.029	252.226	0	56.1748	-3.63862	-826.723	-214722	-23307.6	-9567.31	-26.2861	259.445	0
179	8	56.3439	-0.178542	-361.603	-5270.56	-25057	4063.94	162.706	268.576	0	-0.259794	-3.54833	-465.711	877.925	27433.7	-113.936	-173.093	252.115	0	56.0841	-3.72687	-827.314	-214767	-23347.7	-9539.4	-26.3217	259.31	0
179	9	56.4774	-0.178595	-361.146	-5321.8	-25072	4074.53	162.576	268.736	0	-0.259994	-3.69219	-465.707	843.7	27391.9	-114.571	-173.182	252.188	0	56.2175	-3.87079	-826.853	-214742	-23515.7	-9530.28	-26.5325	259.416	0
180	0	56.5657	-0.178251	-361.694	-5275.68	-25071.1	4090.62	162.684	268.586	0	-0.260683	-3.76999	-465.524	835.925	27423.9	-114.78	-173.09	252.204	0	56.305	-3.94824	-827.217	-214800	-23317.3	-9518.7	-26.2758	259.367	0
180	1	56.511	-0.178799	-361.329	-5331.22	-25106.2	4065.52	162.517	268.755	0	-0.258847	-3.58243	-465.803	801.809	27425	-114.268	-173.123	252.279	0	56.2522	-3.76122	-827.132	-214859	-23498	-9573.12	-26.5004	259.476	0
180	2	56.5776	-0.178633	-361.099	-5340.45	-25099.6	4072.02	162.491	268.789	0	-0.25956	-3.57074	-465.62	848.997	27438.1	-114.052	-173.072	252.177	0	56.318	-3.74937	-826.719	-214716	-23492.2	-9585.79	-26.5027	259.433	0
180	3	56.5329	-0.178485	-361.054	-5321.83	-25083.7	4078.88	162.526	268.74	0	-0.257977	-3.37057	-465.211	847.844	27422.2	-113.24	-173.054	252.178	0	56.2749	-3.54905	-826.264	-214574	-23406.7	-9613.16	-26.4151	259.415	0
180	4	56.4221	-0.178777	-361.237	-5312.44	-25111.8	4058.89	162.484	268.706	0	-0.258651	-3.48092	-465.024	847.793	27407.6	-113.597	-173.062	252.177	0	56.1635	-3.65969	-826.262	-214569	-23359.1	-9579.86	-26.3631	259.403	0
180	5	56.4774	-0.178384	-361.373	-5297.9	-25048.6	4043.33	162.685	268.661	0	-0.259672	-3.61412	-465.114	846.975	27417.4	-114.089	-173.052	252.179	0	56.2178	-3.79251	-826.487	-214618	-23277.6	-9578.99	-26.2546	259.385	0
180	6	56.411	-0.178756	-361.192	-5326.27	-25064.5	4061.17	162.606	268.746	0	-0.259231	-3.6366	-465.205	813.317	27403.9	-114.287	-173.093	252.252	0	56.1518	-3.81536	-826.397	-214659	-23367.1	-9539.48	-26.3696	259.461	0
180	7	56.5214	-0.17803	-361.006	-5284.07	-25050.4	4067.81	162.61	268.637	0	-0.25946	-3.63714	-465.207	808.831	27441.2	-114.26	-173.013	252.261	0	56.262	-3.81517	-826.213	-214574	-23363.9	-9560.55	-26.3656	259.417	0
180	8	56.5211	-0.177596	-361.05	-5237.01	-25045.7	4050.01	162.631	268.505	0	-0.258274	-3.47105	-465.576	820.378	27419.2	-113.769	-173.107	252.238	0	56.2628	-3.64864	-826.626	-214613	-23455.9	-9616.16	-26.4646	259.343	0
180	9	56.544	-0.178228	-361.098	-5316.48	-25023.3	4056.54	162.702	268.723	0	-0.257941	-3.4266	-465.302	812.913	27432.1	-113.536	-173.045	252.253	0	56.286	-3.60483	-826.4	-214641	-23347.7	-9625.66	-26.339	259.45	0
181	0	56.4884	-0.178223	-361.006	-5288.52	-25081.7	4047.56	162.523	268.649	0	-0.25826	-3.41467	-465.163	850.611	27412.8	-113.388	-173.069	252.171	0	56.2302	-3.59289	-826.17	-214516	-23412.4	-9623.05	-26.4273	259.372	0
181	1	56.4664	-0.178537	-361.1	-5330.77	-25029.4	4065.58	162.686	268.763	0	-0.258509	-3.49184	-465.161	847.216	27380.2	-113.705	-173.138	252.179	0	56.2079	-3.67037	-826.26	-214588	-23369.4	-9581.99	-26.3736	259.426	0
181	2	56.5221	-0.178764	-361.374	-5335.77	-25083.3	4063.31	162.589	268.765	0	-0.259365	-3.60337	-465.16	828.793	27422.3	-114.101	-173.048	252.218	0	56.2628	-3.78213	-826.535	-214686	-23319.8	-9573.02	-26.3018	259.453	0
181	3	56.5552	-0.178363	-361.052	-5321.26	-25065.9	4054.16	162.575	268.738	0	-0.258941	-3.54824	-465.208	821.82	27431.8	-113.923	-173.033	252.233	0	56.2963	-3.7266	-826.26	-214606	-23379.9	-9603.11	-26.3817	259.446	0
181	4	56.5337	-0.179049	-361.329	-5377.46	-25069.8	4049.68	162.618	268.882	0	-0.258183	-3.49348	-465.576	800.801	27424	-113.889	-173.097	252.28	0	56.2755	-3.67253	-826.905	-214845	-23411.2	-9615.02	-26.401	259.535	0
181	5	56.4667	-0.178914	-361.055	-5354.43	-25085.6	4069.87	162.521	268.83	0	-0.258542	-3.3937	-465.304	842.562	27483.3	-113.297	-172.935	252.189	0	56.2082	-3.57261	-826.359	-214637	-23365.8	-9600.03	-26.3664	259.46	0
181	6	56.5223	-0.178749	-360.917	-5363.32	-25064.5	4058.49	162.553	268.86	0	-0.257938	-3.39256	-464.935	832.892	27425.9	-113.271	-173.011	252.209	0	56.2644	-3.57131	-825.852	-214527	-23351.9	-9625.9	-26.3619	259.486	0
181	7	56.4669	-0.178654	-360.733	-5348.83	-25071.5	4036.02	162.498	268.828	0	-0.258299	-3.48189	-465.209	810.587	27431.8	-113.713	-173.033	252.258	0	56.2086	-3.66055	-825.942	-214561	-23456.1	-9614.06	-26.4889	259.495	0
181	8	56.4889	-0.17879	-361.1	-5358.72	-25044.4	4058.7	162.644	268.84	0	-0.258305	-3.60418	-465.345	763.394	27409.3	-114.32	-173.099	252.36	0	56.2306	-3.78297	-826.445	-214752	-23398.5	-9569.5	-26.4022	259.56	0
181	9	56.4671	-0.179087	-361.146	-5377.3	-25066.9	4045.17	162.591	268.89	0	-0.257947	-3.515	-464.934	776.431	27421.5	-113.842	-173.021	252.33	0	56.2092	-3.69408	-826.08	-214661	-23302.7	-9597.67	-26.298	259.57	0
182	0	56.5337	-0.178992	-361.008	-5381.97	-25083.8	4049.45	162.518	268.908	0	-0.257199	-3.38245	-465.258	786.72	27427.3	-113.431	-173.049	252.309	0	56.2765	-3.56145	-826.266	-214696	-23423.1	-9640.57	-26.4349	259.562	0
182	1	56.4672	-0.17922	-361.01	-5391.47	-25085.6	4054	162.513	268.934	0	-0.257612	-3.43728	-465.118	798.302	27408.1	-113.581	-173.073	252.284	0	56.2096	-3.6165	-826.128	-214662	-23408.9	-9606.6	-26.4254	259.56	0
182	2	56.6115	-0.178878	-360.87	-5381.99	-25115.1	4051.45	162.404	268.914	0	-0.257654	-3.41548	-465.165	799.347	27431.6	-113.489	-173.028	252.282	0	56.3538	-3.59436	-826.036	-214627	-23464.3	-9650.66	-26.4878	259.548	0
182	3	56.5339	-0.179038	-360.871	-5400.44	-25065	4047.1	162.543	268.965	0	-0.257361	-3.39307	-465.165	800.181	27412.9	-113.427	-173.068	252.28	0	56.2765	-3.57211	-826.036	-214643	-23429.2	-9640.48	-26.4495	259.569	0
182	4	56.5446	-0.178765	-361.053	-5358.62	-25079.5	4049.54	162.538	268.842	0	-0.257483	-3.45962	-465.209	783.341	27399.2	-113.73	-173.104	252.316	0	56.2871	-3.63838	-826.263	-214679	-23425.8	-9625.67	-26.4377	259.537	0
182	5	56.5894	-0.178926	-360.824	-5390.96	-25100.1	4035.72	162.437	268.941	0	-0.258775	-3.54852	-465.254	807.844	27436.7	-113.964	-173.029	252.264	0	56.3307	-3.72745	-826.079	-214644	-23474.3	-9630.39	-26.5	259.548	0
182	6	56.5007	-0.179199	-361.1	-5391.19	-25091.7	4036.02	162.513	268.93	0	-0.25893	-3.5388	-465.76	799.255	27480.8	-114.047	-172.998	252.284	0	56.2418	-3.718	-826.861	-214851	-23470.3	-9609.87	-26.4762	259.553	0
182	7	56.5564	-0.179305	-361.055	-5432.92	-25047.3	4033.62	162.627	269.047	0	-0.257583	-3.43854	-465.121	761.271	27473.5	-113.602	-172.933	252.363	0	56.2989	-3.61784	-826.176	-214752	-23299.3	-9649.43	-26.2864	259.655	0
182	8	56.5009	-0.179443	-361.101	-5419.29	-25087.1	4040.44	162.526	269.008	0	-0.256592	-3.31623	-464.94	761.589	27458.7	-113.129	-172.941	252.362	0	56.2443	-3.49567	-826.041	-214699	-23299	-9656.43	-26.2928	259.639	0
