		group 4:LASI			group 4:RASI			group 4:LPSI			group 4:RPSI			group 4:LTHI			group 4:LKNE			group 4:LTIB			group 4:LANK			group 4:LHEE			group 4:LTOE			group 4:RTHI			group 4:RKNE			group 4:RTIB			group 4:RANK			group 4:RHEE			group 4:RTOE		
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
23	0	102.141	192.331	1073.97	-188.13	209.358	1051.88	6.83178	396.942	1089.47	-94.0407	400.416	1079.06	155.096	284.298	712.494	141.748	257.55	521.237	165.978	304.006	376.81	150.473	399.363	68.4413	104.265	430.994	51.6419	177.699	234.323	39.8181	-217.564	247.037	823.936	-171.628	285.838	523.88	-189.862	333.809	282.6	-172.365	372.641	66.3019	-128.736	411.344	49.8992	-179.97	205.995	36.754
24	0	102.175	192.309	1073.97	-188.127	209.323	1051.88	6.86836	396.892	1089.47	-94.0173	400.392	1079.07	155.102	284.257	712.448	141.828	257.641	521.236	165.987	304	376.83	150.479	399.37	68.4322	104.235	430.986	51.659	177.74	234.362	39.7907	-217.545	247.031	823.937	-171.623	285.834	523.874	-189.871	333.805	282.606	-172.369	372.627	66.2996	-128.575	411.282	49.7345	-179.968	205.985	36.752
25	0	102.19	192.234	1073.97	-188.118	209.293	1051.88	6.88776	396.845	1089.47	-93.9935	400.368	1079.08	155.169	284.281	712.517	141.849	257.645	521.224	165.978	303.962	376.805	150.492	399.392	68.4501	104.202	430.969	51.6698	177.688	234.343	39.8406	-217.541	247.012	823.953	-171.612	285.826	523.89	-189.86	333.795	282.609	-172.363	372.636	66.2963	-128.575	411.3	49.7168	-179.956	205.991	36.734
26	0	102.201	192.197	1073.97	-188.095	209.266	1051.89	6.92615	396.813	1089.46	-93.9878	400.352	1079.07	155.167	284.262	712.444	141.861	257.639	521.246	166.014	303.995	376.778	150.521	399.422	68.4775	104.192	430.962	51.6908	177.668	234.32	39.8393	-217.538	246.989	823.949	-171.6	285.831	523.889	-189.862	333.795	282.614	-172.355	372.64	66.3128	-128.732	411.348	49.9178	-179.96	206.006	36.7273
27	0	102.243	192.187	1073.95	-188.088	209.24	1051.89	6.93445	396.811	1089.49	-93.9571	400.309	1079.08	155.158	284.234	712.474	141.855	257.618	521.192	166.01	303.992	376.813	150.511	399.394	68.4502	104.179	430.968	51.693	177.717	234.36	39.8099	-217.519	246.985	823.955	-171.599	285.837	523.894	-189.858	333.802	282.615	-172.364	372.638	66.3193	-128.574	411.288	49.7386	-179.981	205.906	36.6603
28	0	102.244	192.099	1073.94	-188.073	209.229	1051.88	6.94723	396.771	1089.49	-93.9275	400.279	1079.09	155.18	284.187	712.454	141.859	257.583	521.207	166.041	304.003	376.788	150.456	399.361	68.4278	104.209	430.97	51.6655	177.716	234.355	39.8272	-217.507	246.986	823.943	-171.589	285.836	523.893	-189.853	333.805	282.609	-172.347	372.639	66.3062	-128.741	411.345	49.9307	-179.966	205.896	36.6582
29	0	102.288	192.104	1073.91	-188.069	209.205	1051.88	6.97044	396.719	1089.5	-93.8873	400.227	1079.11	155.177	284.159	712.479	141.874	257.59	521.202	166.012	303.934	376.777	150.472	399.324	68.4015	104.212	430.966	51.6734	177.728	234.35	39.7983	-217.517	246.96	823.946	-171.581	285.839	523.886	-189.84	333.802	282.625	-172.355	372.629	66.3101	-128.572	411.278	49.7291	-179.983	205.99	36.7488
30	0	102.27	192.024	1073.91	-188.067	209.178	1051.87	7.0326	396.633	1089.5	-93.8646	400.192	1079.13	155.124	284.113	712.373	141.861	257.547	521.203	166.014	303.928	376.799	150.511	399.324	68.387	104.203	430.973	51.6711	177.698	234.346	39.8163	-217.517	246.952	823.943	-171.577	285.842	523.891	-189.842	333.792	282.629	-172.353	372.618	66.327	-128.572	411.289	49.7353	-179.965	205.996	36.7474
31	0	102.299	192.006	1073.92	-188.068	209.142	1051.88	7.05523	396.605	1089.51	-93.8538	400.161	1079.14	155.25	284.133	712.47	141.89	257.545	521.202	166.013	303.897	376.767	150.488	399.365	68.4489	104.193	430.974	51.6909	177.681	234.336	39.8425	-217.499	246.942	823.939	-171.563	285.835	523.892	-189.842	333.791	282.626	-172.352	372.635	66.3217	-128.569	411.286	49.7536	-179.962	205.993	36.7454
32	0	102.292	191.935	1073.92	-188.049	209.099	1051.86	7.08107	396.543	1089.53	-93.841	400.103	1079.15	155.183	284.08	712.475	141.884	257.531	521.182	166.024	303.886	376.799	150.5	399.324	68.3836	104.235	430.978	51.6731	177.671	234.327	39.8377	-217.5	246.926	823.94	-171.56	285.823	523.88	-189.827	333.79	282.634	-172.359	372.638	66.3332	-128.721	411.343	49.9273	-179.954	206.004	36.7295
