		FP1 - Force			FP1 - Moment			FP1 - CoP			FP2 - Force			FP2 - Moment			FP2 - CoP			Combined Force			Combined Moment			Combined CoP		
Frame	Sub Frame	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz	Fx	Fy	Fz	Mx	My	Mz	Cx	Cy	Cz
		N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm	N	N	N	N.mm	N.mm	N.mm	mm	mm	mm
570	7	63.0477	-0.182856	-369.443	-7797.86	-22452	3191.24	171.227	275.107	0	-0.21111	-10.1398	-457.434	2677.05	11717.3	-147.567	-206.385	248.148	0	62.8366	-10.3227	-826.876	-215679	-33037.3	-10648.2	-37.6703	260.193	0
570	8	63.0699	-0.182769	-369.076	-7807.06	-22462.3	3195.44	171.139	275.153	0	-0.211632	-10.0955	-457.801	2730.34	11723.3	-147.385	-206.392	248.036	0	62.8583	-10.2782	-826.877	-215633	-33211.9	-10659.5	-37.8812	260.14	0
570	9	62.9147	-0.183167	-369.169	-7807.16	-22479.1	3186.69	171.109	275.148	0	-0.210624	-10.0306	-458.354	2681.94	11744.3	-147.399	-206.377	248.149	0	62.7041	-10.2137	-827.523	-215843	-33306.5	-10644.1	-37.9756	260.194	0
571	0	62.9815	-0.183179	-368.895	-7839.74	-22467.9	3195.34	171.094	275.252	0	-0.210414	-9.97539	-458.721	2698.27	11736.3	-147.277	-206.415	248.118	0	62.7711	-10.1586	-827.616	-215880	-33454.3	-10665.1	-38.1473	260.212	0
571	1	62.9146	-0.182974	-368.392	-7835.01	-22441.6	3213.18	171.082	275.268	0	-0.209888	-9.94157	-458.172	2680.89	11734.1	-147.043	-206.389	248.149	0	62.7047	-10.1245	-826.564	-215624	-33417.7	-10637.8	-38.1538	260.236	0
571	2	62.8591	-0.183017	-368.392	-7820.96	-22462.7	3204.27	171.025	275.23	0	-0.210654	-9.9532	-458.722	2717.93	11750.2	-147.139	-206.385	248.075	0	62.6485	-10.1362	-827.114	-215713	-33546.5	-10629.9	-38.2885	260.17	0
571	3	62.8927	-0.183373	-368.713	-7849.3	-22468.8	3208.81	171.061	275.288	0	-0.211995	-10.2307	-458.854	2678.34	11741.8	-148.266	-206.411	248.163	0	62.6807	-10.4141	-827.567	-215909	-33518.5	-10570.9	-38.2322	260.248	0
571	4	62.8373	-0.183438	-368.485	-7867.72	-22433.8	3208.75	171.119	275.352	0	-0.211296	-10.1755	-459.358	2675.89	11706.5	-148.255	-206.516	248.175	0	62.626	-10.359	-827.843	-215997	-33685.1	-10569.8	-38.425	260.272	0
571	5	62.8261	-0.183432	-368.257	-7881.72	-22414.6	3219.86	171.133	275.403	0	-0.211351	-10.11	-459.499	2678.98	11767.7	-147.99	-206.39	248.17	0	62.6148	-10.2935	-827.756	-215983	-33689.7	-10570.6	-38.4355	260.285	0
571	6	62.7599	-0.18366	-368.165	-7881.46	-22463.2	3195.09	170.986	275.407	0	-0.210266	-9.96597	-459.457	2675.64	11767.4	-147.472	-206.389	248.177	0	62.5496	-10.1496	-827.622	-215946	-33747.1	-10611.5	-38.5145	260.29	0
571	7	62.7823	-0.183798	-368.028	-7914.06	-22445.4	3199.4	171.012	275.504	0	-0.210724	-9.95482	-459.868	2718.12	11754.9	-147.464	-206.439	248.089	0	62.5716	-10.1386	-827.896	-216005	-33869.1	-10615.3	-38.649	260.276	0
571	8	62.6932	-0.183773	-367.892	-7904.98	-22423	3219.74	171.05	275.487	0	-0.210148	-10.0104	-460.141	2678.25	11704.9	-147.885	-206.562	248.18	0	62.4831	-10.1942	-828.033	-216073	-33987.1	-10560.1	-38.7905	260.312	0
571	9	62.7154	-0.183646	-367.846	-7900.07	-22419.2	3210.71	171.053	275.477	0	-0.211257	-10.0782	-460.052	2666.63	11807.2	-148.02	-206.335	248.204	0	62.5041	-10.2618	-827.898	-216048	-33872.2	-10559	-38.6567	260.321	0
572	0	62.7266	-0.183527	-367.433	-7918.19	-22396.2	3201.45	171.047	275.55	0	-0.21127	-10.1335	-460.37	2664.14	11762	-148.361	-206.451	248.213	0	62.5154	-10.317	-827.804	-216047	-34063.8	-10558.7	-38.8928	260.347	0
572	1	62.6154	-0.183794	-367.71	-7900.28	-22419.6	3222	171.029	275.485	0	-0.21059	-10.112	-460.601	2627.75	11763	-148.432	-206.462	248.295	0	62.4049	-10.2958	-828.31	-216193	-34070.3	-10515.1	-38.8833	260.365	0
572	2	62.6049	-0.184126	-367.299	-7965.12	-22391.1	3212.63	171.038	275.686	0	-0.210974	-10.0789	-460.785	2661.92	11777.6	-148.272	-206.44	248.223	0	62.394	-10.263	-828.083	-216165	-34164.2	-10529.3	-39.0085	260.404	0
572	3	62.5384	-0.18435	-367.345	-7965.38	-22411.7	3217.21	170.99	275.684	0	-0.209119	-9.88078	-461.066	2614.42	11811.4	-147.719	-206.383	248.33	0	62.3293	-10.0651	-828.411	-216287	-34202	-10553.3	-39.0428	260.459	0
572	4	62.4383	-0.184178	-366.934	-7951.09	-22393.4	3217.17	170.972	275.669	0	-0.209403	-9.91392	-461.019	2617.69	11811.2	-147.816	-206.38	248.322	0	62.2289	-10.0981	-827.953	-216154	-34264.2	-10520.3	-39.1448	260.442	0
572	5	62.4162	-0.18417	-366.659	-7946.32	-22429.8	3212.5	170.826	275.672	0	-0.209622	-9.98114	-461.34	2596.32	11817.3	-148.19	-206.385	248.372	0	62.2066	-10.1653	-827.998	-216185	-34430.9	-10504.2	-39.346	260.461	0
572	6	62.383	-0.18442	-367.072	-7960.4	-22391.1	3208.32	171.001	275.686	0	-0.210181	-10.0702	-461.293	2578.72	11840.5	-148.51	-206.332	248.41	0	62.1728	-10.2546	-828.365	-216314	-34261	-10479.7	-39.1251	260.497	0
572	7	62.3942	-0.184485	-366.524	-7997.86	-22382.2	3234.84	170.934	275.821	0	-0.209956	-10.0145	-461.796	2613.57	11795.8	-148.422	-206.457	248.34	0	62.1842	-10.199	-828.32	-216303	-34540.2	-10468.8	-39.465	260.5	0
572	8	62.3495	-0.18398	-366.064	-7950.55	-22398.9	3214.52	170.812	275.719	0	-0.208986	-9.90471	-462.121	2590.32	11815.7	-148.154	-206.431	248.395	0	62.1405	-10.0887	-828.185	-216239	-34716.1	-10502.8	-39.6871	260.472	0
572	9	62.3831	-0.184337	-366.02	-8002.21	-22386.3	3234.54	170.839	275.863	0	-0.209513	-9.94968	-462.441	2593.28	11835.7	-148.378	-206.406	248.392	0	62.1735	-10.134	-828.461	-216360	-34769	-10481.2	-39.7367	260.529	0
573	0	62.2057	-0.184877	-366.342	-8011.79	-22374.2	3230.47	170.925	275.87	0	-0.208005	-9.79465	-462.17	2562.41	11843.9	-147.81	-206.373	248.456	0	61.9977	-9.97953	-828.513	-216407	-34603.8	-10475.7	-39.5435	260.577	0
573	1	62.1277	-0.184497	-365.655	-7987.92	-22370.8	3225.75	170.82	275.846	0	-0.209118	-9.90714	-463.315	2572.04	11862.6	-148.494	-206.396	248.449	0	61.9186	-10.0916	-828.97	-216494	-35000.7	-10435.1	-40.0076	260.533	0
573	2	62.0949	-0.185186	-366.023	-8025.79	-22406.9	3228.08	170.783	275.927	0	-0.209457	-9.98393	-463.037	2573.29	11833.6	-148.717	-206.444	248.443	0	61.8855	-10.1691	-829.06	-216557	-34915.2	-10407	-39.9012	260.577	0
573	3	62.0836	-0.185011	-366.069	-8011.73	-22378.4	3230.46	170.868	275.886	0	-0.209238	-10.0166	-463.263	2576.3	11769.2	-148.959	-206.595	248.439	0	61.8744	-10.2016	-829.332	-216611	-34992	-10394.5	-39.9819	260.554	0
573	4	62.0287	-0.185383	-365.704	-8053.43	-22394.7	3218.92	170.763	276.022	0	-0.208516	-9.863	-463.225	2550.56	11867	-148.356	-206.382	248.494	0	61.8201	-10.0484	-828.928	-216569	-34984	-10427.1	-39.9945	260.639	0
573	5	62.0616	-0.18497	-365.474	-8048.42	-22330.6	3225.62	170.9	276.022	0	-0.209317	-9.95167	-463.817	2579.45	11832.1	-148.811	-206.49	248.439	0	61.8523	-10.1366	-829.291	-216631	-35145.7	-10408.5	-40.1718	260.595	0
573	6	61.9732	-0.185374	-365.292	-8080.97	-22336.2	3218.78	170.854	276.122	0	-0.208318	-9.84197	-464.279	2556.21	11847.9	-148.587	-206.481	248.494	0	61.7649	-10.0273	-829.571	-216753	-35279.9	-10418.2	-40.3258	260.66	0
573	7	61.9291	-0.185498	-365.201	-8094.57	-22325	3200.78	170.869	276.165	0	-0.207191	-9.84205	-463.867	2486.06	11837.1	-148.643	-206.482	248.641	0	61.7219	-10.0275	-829.068	-216709	-35204.1	-10425.4	-40.2601	260.765	0
573	8	61.94	-0.185372	-364.972	-8089.99	-22334.8	3211.86	170.804	276.166	0	-0.207373	-9.77593	-464.509	2530.94	11834.9	-148.489	-206.522	248.551	0	61.7327	-9.9613	-829.482	-216761	-35417.4	-10432	-40.4983	260.702	0
573	9	61.9066	-0.185253	-364.652	-8080.59	-22347.3	3216.22	170.716	276.16	0	-0.208512	-9.96463	-464.461	2509.13	11848.9	-149.183	-206.489	248.598	0	61.6981	-10.1499	-829.112	-216688	-35477.5	-10376.2	-40.5905	260.72	0
574	0	61.9619	-0.18509	-364.926	-8066.73	-22331	3220.88	170.807	276.105	0	-0.207987	-9.89851	-464.737	2507.26	11845.3	-149.034	-206.512	248.605	0	61.7539	-10.0836	-829.663	-216813	-35467.3	-10400.7	-40.5489	260.701	0
574	1	61.9179	-0.185613	-365.019	-8108.94	-22333.9	3223.1	170.815	276.215	0	-0.207014	-9.7667	-464.788	2475.74	11901.5	-148.591	-206.394	248.673	0	61.7109	-9.95231	-829.807	-216918	-35402.2	-10417.6	-40.4658	260.789	0
574	2	61.9067	-0.185159	-364.469	-8094.21	-22305.2	3211.65	170.801	276.208	0	-0.206645	-9.667	-464.973	2498.6	11902.1	-148.235	-206.403	248.626	0	61.7	-9.85215	-829.442	-216783	-35542.7	-10448.7	-40.6541	260.746	0
574	3	61.8508	-0.184818	-364.331	-8070.48	-22251.4	3207.32	170.925	276.152	0	-0.206028	-9.6895	-464.928	2450.94	11892.7	-148.421	-206.42	248.728	0	61.6448	-9.87432	-829.258	-216761	-35517.2	-10433.9	-40.6353	260.777	0
574	4	61.8509	-0.185032	-364.057	-8094.22	-22284.1	3229.5	170.79	276.233	0	-0.206713	-9.73383	-465.43	2486.4	11871.4	-148.663	-206.494	248.658	0	61.6442	-9.91887	-829.487	-216809	-35750.1	-10401.7	-40.9062	260.761	0
574	5	61.8404	-0.185427	-364.241	-8121.96	-22302.4	3202.54	170.77	276.298	0	-0.206547	-9.8342	-465.657	2435.5	11853.9	-149.221	-206.544	248.77	0	61.6338	-10.0196	-829.898	-216997	-35795.3	-10403.6	-40.9414	260.852	0
574	6	61.774	-0.185615	-364.15	-8135.77	-22294.9	3193.55	170.775	276.342	0	-0.207303	-9.87867	-465.931	2461.73	11859.6	-149.391	-206.546	248.717	0	61.5667	-10.0643	-830.081	-217033	-35863.1	-10385.5	-41.0184	260.836	0
574	7	61.8405	-0.18526	-363.599	-8140.05	-22288.3	3197.63	170.701	276.387	0	-0.206037	-9.80254	-466.119	2395.13	11893.2	-149.29	-206.485	248.862	0	61.6345	-9.9878	-829.718	-217008	-35996.7	-10415.9	-41.1942	260.924	0
574	8	61.6851	-0.185653	-363.831	-8154.37	-22239.7	3209.26	170.874	276.413	0	-0.205002	-9.6597	-466.81	2387.29	11905.2	-148.982	-206.497	248.886	0	61.4801	-9.84536	-830.641	-217258	-36034.5	-10397.7	-41.2039	260.943	0
574	9	61.6514	-0.185122	-363.097	-8121.3	-22247.5	3213.45	170.729	276.367	0	-0.204935	-9.56979	-466.352	2432.88	11893.8	-148.439	-206.496	248.783	0	61.4464	-9.75491	-829.449	-216872	-36117	-10405	-41.3633	260.858	0
575	0	61.7405	-0.185317	-363.418	-8153.94	-22227.9	3206.71	170.836	276.437	0	-0.203223	-9.50408	-466.172	2346.95	11897.9	-148.346	-206.477	248.966	0	61.5373	-9.68939	-829.589	-217024	-35981.6	-10449.9	-41.1878	261	0
575	1	61.6739	-0.185265	-363.143	-8135.19	-22262.5	3202.14	170.695	276.402	0	-0.20465	-9.6487	-466.719	2369.06	11904.9	-148.959	-206.492	248.924	0	61.4692	-9.83396	-829.862	-217058	-36195.7	-10404.5	-41.4373	260.948	0
575	2	61.6739	-0.185456	-363.327	-8140.2	-22281.2	3208.94	170.674	276.405	0	-0.204942	-9.70402	-466.855	2371.35	11886.8	-149.209	-206.539	248.921	0	61.469	-9.88947	-830.181	-217145	-36221.1	-10385.2	-41.4523	260.949	0
575	3	61.674	-0.185657	-363.145	-8182.47	-22243.9	3235.74	170.747	276.532	0	-0.204291	-9.68242	-467.039	2339.6	11883	-149.261	-206.557	248.991	0	61.4697	-9.86807	-830.184	-217219	-36272.1	-10363.6	-41.514	261.038	0
575	4	61.6736	-0.185124	-362.64	-8158.55	-22215.7	3231.07	170.739	276.498	0	-0.203188	-9.58283	-467.224	2325	11860.4	-149.015	-206.615	249.024	0	61.4705	-9.76795	-829.864	-217123	-36426.2	-10391	-41.7161	261.03	0
575	5	61.6077	-0.185639	-362.596	-8195.63	-22241	3208.5	170.662	276.603	0	-0.202521	-9.36248	-467.643	2348.66	11931.8	-148.218	-206.485	248.978	0	61.4052	-9.54812	-830.239	-217222	-36483.9	-10447	-41.7713	261.043	0
575	6	61.6302	-0.185893	-362.505	-8242.2	-22213.9	3210.57	170.721	276.737	0	-0.202262	-9.42837	-467.046	2308.37	11915.5	-148.394	-206.487	249.058	0	61.428	-9.61427	-829.551	-217137	-36357.8	-10435.8	-41.6513	261.153	0
575	7	61.6181	-0.184943	-362.091	-8157.99	-22203.9	3221.86	170.679	276.53	0	-0.201954	-9.46248	-467.595	2278.97	11899.2	-148.756	-206.552	249.126	0	61.4162	-9.64742	-829.686	-217118	-36586	-10413.8	-41.9216	261.086	0
575	8	61.507	-0.185127	-362.229	-8135.14	-22236.6	3231.09	170.612	276.459	0	-0.201048	-9.36254	-467.642	2278.36	11876	-148.439	-206.605	249.128	0	61.306	-9.54767	-829.872	-217139	-36615.8	-10399.2	-41.9541	261.057	0
575	9	61.6184	-0.18495	-361.816	-8171.58	-22208.5	3208.16	170.619	276.585	0	-0.202009	-9.55209	-467.961	2237.98	11900.9	-149.272	-206.569	249.218	0	61.4164	-9.73704	-829.777	-217200	-36736.9	-10407.5	-42.0997	261.151	0
576	0	61.5189	-0.185484	-361.681	-8199.88	-22251.1	3212.54	170.479	276.672	0	-0.200824	-9.43019	-467.964	2224.33	11886.9	-148.884	-206.599	249.247	0	61.3181	-9.61567	-829.644	-217202	-36821.1	-10405.8	-42.2132	261.203	0
576	1	61.5852	-0.185192	-361.497	-8223.06	-22155.7	3234.92	170.711	276.747	0	-0.198958	-9.298	-467.831	2155.22	11900.4	-148.518	-206.563	249.393	0	61.3862	-9.48319	-829.328	-217208	-36727.1	-10430.8	-42.1119	261.317	0
576	2	61.552	-0.185076	-361.176	-8204.04	-22201	3216.77	170.531	276.715	0	-0.198297	-9.07687	-468.019	2192.73	11947.5	-147.647	-206.472	249.315	0	61.3537	-9.26195	-829.196	-217108	-36841.7	-10490.6	-42.2591	261.25	0
576	3	61.4964	-0.185236	-360.949	-8227.69	-22175.3	3243.65	170.564	276.795	0	-0.198269	-9.10999	-468.338	2195.86	11906.8	-147.891	-206.576	249.311	0	61.2981	-9.29522	-829.287	-217154	-36980.2	-10442.2	-42.4252	261.274	0
576	4	61.4965	-0.185303	-361.315	-8213.65	-22189.3	3225.91	170.587	276.733	0	-0.198757	-9.19899	-468.337	2178.23	11921	-148.234	-206.546	249.349	0	61.2977	-9.3843	-829.652	-217254	-36895.1	-10439.8	-42.304	261.275	0
576	5	61.3961	-0.18488	-361.131	-8175.84	-22128.9	3219.42	170.723	276.64	0	-0.198846	-9.23263	-468.292	2158.25	11939.5	-148.368	-206.504	249.391	0	61.1973	-9.41751	-829.423	-217179	-36843.7	-10413	-42.2591	261.255	0
576	6	61.5409	-0.184995	-360.947	-8217.61	-22163.1	3209.94	170.598	276.767	0	-0.198206	-9.23431	-468.753	2097.77	11969.6	-148.612	-206.465	249.525	0	61.3427	-9.41931	-829.7	-217352	-37002.9	-10459.4	-42.4302	261.376	0
576	7	61.3961	-0.184711	-360.81	-8175.38	-22124.1	3208	170.682	276.658	0	-0.197142	-9.07876	-468.892	2118.11	11937.3	-148.083	-206.541	249.483	0	61.199	-9.26347	-829.702	-217283	-37053.8	-10459.9	-42.4994	261.301	0
576	8	61.3968	-0.185346	-360.766	-8240.84	-22142.9	3207.74	170.622	276.843	0	-0.195628	-8.90169	-468.302	2078.95	11981.5	-147.327	-206.415	249.561	0	61.2012	-9.08704	-829.068	-217219	-36902.9	-10500.9	-42.3484	261.432	0
576	9	61.5071	-0.184588	-360.215	-8222.2	-22096.1	3245.61	170.659	276.826	0	-0.194987	-8.8462	-468.714	2085.77	11936.5	-147.278	-206.534	249.55	0	61.3121	-9.03079	-828.929	-217155	-37128.5	-10503.7	-42.6227	261.403	0
577	0	61.2745	-0.185272	-360.309	-8222.35	-22156.4	3225.64	170.507	276.82	0	-0.19539	-8.92474	-468.943	2059.36	11965.5	-147.653	-206.484	249.609	0	61.0791	-9.11001	-829.252	-217267	-37180.4	-10446.9	-42.6817	261.432	0
577	1	61.4071	-0.184786	-360.537	-8194.66	-22129.3	3248.21	170.621	276.729	0	-0.194668	-8.92511	-469.126	2021.93	11943.1	-147.816	-206.542	249.69	0	61.2124	-9.1099	-829.663	-217381	-37171	-10458.2	-42.6426	261.44	0
577	2	61.3632	-0.185184	-360.401	-8231.87	-22141.5	3239.06	170.564	276.841	0	-0.195379	-9.04746	-469.308	2007.56	11948.6	-148.331	-206.54	249.722	0	61.1678	-9.23265	-829.708	-217450	-37249	-10428.5	-42.7371	261.502	0
577	3	61.3966	-0.185196	-360.354	-8241.05	-22147.6	3232.21	170.539	276.869	0	-0.194013	-8.84835	-469.313	2001.96	11967.1	-147.615	-206.501	249.734	0	61.2026	-9.03354	-829.667	-217445	-37249.9	-10489.3	-42.7385	261.52	0
577	4	61.319	-0.184982	-359.667	-8244.81	-22120.8	3211.72	170.497	276.923	0	-0.192979	-8.82588	-469.312	1969.96	11915.9	-147.663	-206.61	249.802	0	61.126	-9.01087	-828.979	-217305	-37430.2	-10495.4	-42.9955	261.569	0
577	5	61.2746	-0.185449	-360.127	-8259.69	-22128.4	3236.71	170.554	276.935	0	-0.19169	-8.60583	-469.731	1956.22	11978.1	-146.962	-206.5	249.835	0	61.0829	-8.79128	-829.859	-217548	-37363.5	-10509.5	-42.8729	261.596	0
577	6	61.2962	-0.184747	-359.805	-8217.26	-22087.1	3238.94	170.614	276.838	0	-0.191635	-8.59448	-469.137	1942.74	12008.4	-146.752	-206.403	249.859	0	61.1046	-8.77922	-828.942	-217285	-37230.9	-10515	-42.7578	261.569	0
577	7	61.2855	-0.185079	-359.715	-8259.21	-22077.3	3238.79	170.625	276.96	0	-0.191992	-8.71666	-469.501	1923.55	11977.3	-147.368	-206.489	249.903	0	61.0935	-8.90173	-829.215	-217421	-37356.3	-10485	-42.8964	261.641	0
577	8	61.3075	-0.184809	-359.485	-8245.06	-22078.2	3240.92	170.584	276.936	0	-0.191947	-8.77245	-469.546	1893.23	11977.7	-147.649	-206.491	249.968	0	61.1155	-8.95726	-829.031	-217393	-37421.5	-10475.8	-42.9835	261.662	0
577	9	61.2969	-0.185103	-359.439	-8277.34	-22082.4	3218.32	170.564	277.028	0	-0.19054	-8.64002	-470.144	1880.02	11942.7	-147.413	-206.598	250.001	0	61.1064	-8.82512	-829.583	-217573	-37608.3	-10526.4	-43.1821	261.712	0
578	0	61.2973	-0.18567	-359.67	-8333.82	-22063.9	3236.29	170.655	277.171	0	-0.189418	-8.49603	-469.827	1862.75	11964.7	-146.826	-206.534	250.035	0	61.1079	-8.6817	-829.497	-217618	-37441.4	-10541.4	-42.9844	261.801	0
578	1	61.286	-0.185264	-358.937	-8319.35	-22072.6	3235.9	170.506	277.178	0	-0.189157	-8.50774	-469.599	1820.41	12001.2	-146.862	-206.444	250.124	0	61.0968	-8.693	-828.537	-217403	-37530.9	-10536.3	-43.1424	261.844	0
578	2	61.2522	-0.184808	-358.753	-8267.93	-22080.5	3238.23	170.452	277.046	0	-0.189659	-8.52997	-469.828	1842.87	12002.1	-146.954	-206.454	250.078	0	61.0625	-8.71478	-828.581	-217341	-37631.6	-10520.1	-43.264	261.754	0
578	3	61.1967	-0.184861	-358.525	-8291.08	-22026.7	3244.94	170.563	277.126	0	-0.189288	-8.67464	-469.78	1757.4	11983.6	-147.672	-206.491	250.259	0	61.0074	-8.8595	-828.305	-217386	-37635.7	-10466.8	-43.2862	261.888	0
578	4	61.2303	-0.185172	-358.709	-8310.03	-22065.5	3244.87	170.486	277.167	0	-0.189292	-8.7079	-469.551	1737.34	11992.1	-147.763	-206.461	250.3	0	61.041	-8.89307	-828.26	-217415	-37572.3	-10468	-43.2097	261.936	0
578	5	61.1858	-0.185278	-359.167	-8287.06	-22073.1	3245.26	170.544	277.073	0	-0.190401	-8.63117	-470.195	1815.68	12055.1	-147.425	-206.362	250.138	0	60.9954	-8.81645	-829.362	-217590	-37556.7	-10473.3	-43.1375	261.803	0
578	6	61.2085	-0.185525	-358.572	-8338.11	-22102.1	3242.42	170.361	277.254	0	-0.188454	-8.58753	-470.654	1737.91	11991.8	-147.645	-206.521	250.307	0	61.0201	-8.77305	-829.226	-217682	-37893.4	-10492.7	-43.5504	261.96	0
578	7	61.23	-0.184771	-358.25	-8286.42	-22070.1	3246.92	170.395	277.13	0	-0.187411	-8.53202	-470.06	1688.84	12003.5	-147.379	-206.464	250.407	0	61.0426	-8.71679	-828.31	-217444	-37789	-10506.3	-43.47	261.965	0
578	8	61.0977	-0.185643	-358.207	-8374.79	-22017.8	3233.41	170.533	277.38	0	-0.18699	-8.47695	-470.154	1681.88	12013.2	-147.214	-206.448	250.423	0	60.9107	-8.66259	-828.361	-217550	-37752.6	-10499	-43.4306	262.08	0
578	9	61.1526	-0.185038	-358.022	-8328.03	-22020.1	3240.11	170.495	277.261	0	-0.186788	-8.48907	-470.658	1658.17	12020	-147.448	-206.461	250.477	0	60.9659	-8.67411	-828.681	-217609	-37909.4	-10503.6	-43.6014	262.049	0
579	0	61.0859	-0.185063	-358.206	-8309.58	-22012.6	3244.87	170.548	277.198	0	-0.187404	-8.62181	-470.518	1643.2	12005.6	-147.932	-206.484	250.508	0	60.8984	-8.80687	-828.724	-217622	-37838.5	-10451.6	-43.5168	262.044	0
579	1	61.1529	-0.185356	-358.298	-8328.44	-22080.9	3237.91	170.373	277.245	0	-0.187777	-8.62346	-470.705	1620.32	12095	-147.949	-206.304	250.558	0	60.9651	-8.80882	-829.003	-217735	-37842.1	-10475.3	-43.5034	262.092	0
579	2	61.1086	-0.18547	-358.115	-8365.42	-22008.9	3237.88	170.542	277.36	0	-0.186822	-8.63421	-470.841	1586.86	12025.7	-148.175	-206.459	250.63	0	60.9218	-8.81968	-828.956	-217794	-37910.9	-10462.1	-43.5915	262.177	0
579	3	61.1418	-0.185253	-357.886	-8360.67	-22005.6	3244.46	170.512	277.361	0	-0.186067	-8.52359	-470.798	1582.2	12039.5	-147.765	-206.428	250.639	0	60.9557	-8.70884	-828.684	-217720	-37938.7	-10489.1	-43.6374	262.18	0
579	4	61.1979	-0.185599	-357.977	-8397.68	-22036.1	3217.3	170.443	277.459	0	-0.187214	-8.52409	-471.256	1638.48	12078.5	-147.726	-206.37	250.523	0	61.0107	-8.70969	-829.234	-217840	-38016.8	-10530.2	-43.701	262.151	0
579	5	61.1091	-0.185614	-357.795	-8388.33	-22037	3219.59	170.409	277.445	0	-0.185586	-8.59101	-470.89	1514.11	12044.8	-148.182	-206.421	250.785	0	60.9235	-8.77662	-828.684	-217819	-38005.6	-10490.7	-43.7201	262.295	0
579	6	61.0976	-0.185353	-357.292	-8388.36	-22013	3244.07	170.389	277.478	0	-0.186225	-8.57921	-470.706	1561.25	12048.5	-147.975	-206.403	250.683	0	60.9114	-8.76456	-827.997	-217596	-38051.7	-10465.6	-43.8123	262.245	0
579	7	61.0536	-0.18565	-357.292	-8411.47	-22015.9	3228.32	170.381	277.542	0	-0.186217	-8.69107	-471.025	1505.32	12050.1	-148.592	-206.417	250.804	0	60.8674	-8.87672	-828.318	-217762	-38124.4	-10445.2	-43.8863	262.338	0
579	8	61.1206	-0.185893	-357.43	-8425.7	-22074.8	3223.66	170.24	277.573	0	-0.186485	-8.69264	-471.395	1487.03	12117	-148.674	-206.296	250.845	0	60.9341	-8.87853	-828.824	-217923	-38172.7	-10466.6	-43.915	262.372	0
579	9	61.2534	-0.185205	-357.381	-8406.39	-22005.6	3214.65	170.426	277.522	0	-0.185661	-8.64722	-470.982	1479.24	12068.6	-148.464	-206.376	250.859	0	61.0677	-8.83243	-828.363	-217792	-38073.8	-10519.6	-43.812	262.362	0
580	0	61.1869	-0.185425	-357.245	-8429.75	-21984.1	3221.37	170.462	277.597	0	-0.185162	-8.51484	-471.123	1489.66	12106.4	-147.967	-206.303	250.838	0	61.0017	-8.70026	-828.368	-217800	-38075.7	-10526.1	-43.8179	262.378	0
580	1	61.0869	-0.185439	-356.926	-8429.59	-21970.4	3223.59	170.445	277.617	0	-0.184831	-8.51536	-471.307	1466.35	12107.2	-148.074	-206.311	250.889	0	60.9021	-8.7008	-828.232	-217789	-38173.3	-10498.6	-43.9487	262.407	0
580	2	61.187	-0.185585	-357.154	-8453.1	-21979.4	3225.75	170.46	277.668	0	-0.185127	-8.62697	-471.306	1419.82	12130.7	-148.554	-206.261	250.988	0	61.0019	-8.81255	-828.461	-217922	-38109.9	-10496.6	-43.8548	262.49	0
580	3	61.1311	-0.18525	-357.062	-8411.01	-21972.3	3225.91	170.464	277.556	0	-0.185958	-8.65956	-471.533	1474.36	12103.5	-148.638	-206.332	250.873	0	60.9452	-8.84481	-828.595	-217861	-38201	-10474.5	-43.9611	262.372	0
580	4	61.1761	-0.185363	-356.604	-8461.52	-21960.1	3200.72	170.419	277.728	0	-0.185524	-8.74836	-471.394	1414.5	12079.9	-149.078	-206.374	250.999	0	60.9906	-8.93372	-827.998	-217824	-38288.8	-10491.3	-44.0961	262.511	0
580	5	61.1316	-0.185788	-357.247	-8462.6	-21967.7	3230.36	170.508	277.688	0	-0.184969	-8.74947	-471.808	1372.58	12086.4	-149.289	-206.383	251.091	0	60.9466	-8.93526	-829.055	-218135	-38234	-10450.6	-43.9772	262.552	0
580	6	61.1429	-0.18566	-356.971	-8457.44	-21991.5	3209.93	170.394	277.692	0	-0.18485	-8.74922	-471.396	1358.57	12098.8	-149.19	-206.334	251.118	0	60.958	-8.93489	-828.367	-217969	-38215.1	-10473.8	-43.9893	262.57	0
580	7	61.1099	-0.185995	-356.789	-8494.74	-21994.8	3209.74	170.353	277.809	0	-0.184657	-8.66067	-471.261	1371.74	12130.7	-148.772	-206.259	251.089	0	60.9253	-8.84667	-828.05	-217909	-38196.2	-10485.7	-43.9847	262.602	0
580	8	61.1543	-0.185777	-356.56	-8494.46	-21987.3	3207.32	170.335	277.823	0	-0.184703	-8.71607	-471.26	1355.36	12116.8	-149.021	-206.288	251.124	0	60.9696	-8.90185	-827.819	-217869	-38257.5	-10486.9	-44.0686	262.624	0
580	9	61.1543	-0.185622	-356.147	-8494.22	-21996.6	3207.06	170.237	277.85	0	-0.185948	-8.86058	-471.578	1363.45	12127.6	-149.598	-206.283	251.109	0	60.9683	-9.0462	-827.725	-217843	-38424.8	-10454.1	-44.2766	262.615	0
